,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month
7547,UTA @ PHI 2016-11-07,UTA,240.0,43.0,85.0,0.506,11.0,19.0,0.579,12.0,20.0,0.6,10.0,35.0,45.0,20.0,10.0,11.0,10.0,22.0,109.0,,0.581,0.5710000000000001,0.22399999999999998,0.235,23.3,79.5,51.7,46.5,10.7,19.6,9.6,100.0,117.0,90.2,201611
7548,UTA @ PHI 2017-11-20,PHI,240.0,44.0,85.0,0.518,4.0,15.0,0.267,15.0,22.0,0.682,9.0,46.0,55.0,20.0,11.0,7.0,19.0,18.0,107.0,,0.565,0.541,0.17600000000000002,0.259,25.0,86.8,61.8,45.5,11.0,12.3,16.7,100.0,106.6,85.7,201711
7549,UTA @ PHI 2017-11-20,UTA,240.0,30.0,85.0,0.353,9.0,28.0,0.321,17.0,19.0,0.895,7.0,27.0,34.0,18.0,16.0,4.0,14.0,19.0,86.0,,0.461,0.406,0.32899999999999996,0.22399999999999998,13.2,75.0,38.2,60.0,15.9,5.7,13.0,100.0,85.7,106.6,201711
7550,UTA @ PHX 2016-02-06,PHX,240.0,30.0,80.0,0.375,9.0,24.0,0.375,20.0,26.0,0.769,12.0,27.0,39.0,19.0,3.0,6.0,10.0,23.0,89.0,,0.48700000000000004,0.431,0.3,0.325,26.1,73.0,47.0,63.3,3.5,9.7,9.9,100.0,102.8,113.2,201602
7551,UTA @ PHX 2016-02-06,UTA,240.0,34.0,78.0,0.436,5.0,16.0,0.313,25.0,31.0,0.8059999999999999,10.0,34.0,44.0,14.0,7.0,7.0,9.0,26.0,98.0,,0.535,0.46799999999999997,0.205,0.397,27.0,73.9,53.0,41.2,8.1,12.5,8.9,100.0,113.2,102.8,201602
7552,UTA @ PHX 2016-04-03,PHX,240.0,33.0,78.0,0.423,8.0,27.0,0.29600000000000004,12.0,19.0,0.632,12.0,33.0,45.0,16.0,5.0,1.0,21.0,19.0,86.0,,0.498,0.474,0.34600000000000003,0.244,29.3,89.2,57.7,48.5,5.4,1.9,19.6,100.0,92.7,108.9,201604
7553,UTA @ PHX 2016-04-03,UTA,240.0,39.0,81.0,0.48100000000000004,10.0,27.0,0.37,13.0,17.0,0.765,4.0,29.0,33.0,27.0,9.0,10.0,10.0,20.0,101.0,,0.5710000000000001,0.5429999999999999,0.33299999999999996,0.21,10.8,70.7,42.3,69.2,9.7,19.6,10.2,100.0,108.9,92.7,201604
7554,UTA @ PHX 2017-01-16,PHX,240.0,40.0,81.0,0.494,5.0,22.0,0.22699999999999998,16.0,17.0,0.941,6.0,33.0,39.0,13.0,4.0,5.0,9.0,21.0,101.0,,0.5710000000000001,0.525,0.272,0.21,15.8,70.2,45.9,32.5,4.4,7.6,9.2,100.0,111.5,117.0,201701
7555,UTA @ PHX 2017-01-16,UTA,240.0,41.0,89.0,0.461,8.0,23.0,0.348,16.0,24.0,0.667,14.0,32.0,46.0,22.0,4.0,6.0,8.0,16.0,106.0,,0.532,0.506,0.258,0.27,29.8,84.2,54.1,53.7,4.4,10.2,7.4,100.0,117.0,111.5,201701
7556,UTA @ PHX 2017-10-25,PHX,240.0,42.0,96.0,0.43799999999999994,6.0,19.0,0.316,7.0,9.0,0.778,16.0,39.0,55.0,18.0,8.0,5.0,16.0,25.0,97.0,,0.485,0.469,0.198,0.094,30.2,84.8,55.6,42.9,8.0,9.6,13.8,100.0,96.6,87.6,201710
7557,UTA @ PHX 2017-10-25,UTA,240.0,32.0,77.0,0.41600000000000004,6.0,25.0,0.24,18.0,25.0,0.72,7.0,37.0,44.0,20.0,8.0,10.0,23.0,19.0,88.0,,0.5,0.455,0.325,0.325,15.2,69.8,44.4,62.5,8.0,13.0,20.7,100.0,87.6,96.6,201710
7558,UTA @ PHX 2018-02-02,PHX,240.0,36.0,87.0,0.414,9.0,33.0,0.273,16.0,19.0,0.8420000000000001,6.0,26.0,32.0,19.0,7.0,5.0,12.0,25.0,97.0,,0.509,0.466,0.379,0.218,12.5,74.3,38.6,52.8,7.1,8.2,11.2,100.0,98.6,131.1,201802
7559,UTA @ PHX 2018-02-02,UTA,240.0,51.0,90.0,0.5670000000000001,15.0,29.0,0.517,12.0,17.0,0.706,9.0,42.0,51.0,30.0,7.0,6.0,11.0,21.0,129.0,,0.662,0.65,0.322,0.18899999999999997,25.7,87.5,61.4,58.8,7.1,11.1,10.1,100.0,131.1,98.6,201802
7560,UTA @ POR 2016-01-13,POR,240.0,39.0,88.0,0.44299999999999995,11.0,26.0,0.423,10.0,15.0,0.667,17.0,37.0,54.0,25.0,7.0,10.0,13.0,20.0,99.0,,0.523,0.506,0.295,0.17,37.8,78.7,58.7,64.1,8.0,17.5,12.1,100.0,112.7,96.7,201601
7561,UTA @ POR 2016-01-13,UTA,240.0,31.0,76.0,0.408,8.0,19.0,0.42100000000000004,15.0,22.0,0.682,10.0,28.0,38.0,20.0,8.0,6.0,14.0,15.0,85.0,,0.496,0.461,0.25,0.289,21.3,62.2,41.3,64.5,9.1,9.7,14.0,100.0,96.7,112.7,201601
7562,UTA @ POR 2016-02-21,POR,240.0,39.0,90.0,0.433,12.0,32.0,0.375,25.0,38.0,0.6579999999999999,23.0,25.0,48.0,20.0,7.0,6.0,12.0,21.0,115.0,,0.539,0.5,0.35600000000000004,0.42200000000000004,46.9,67.6,55.8,51.3,7.7,8.6,10.1,100.0,125.8,121.4,201602
7563,UTA @ POR 2016-02-21,UTA,240.0,43.0,86.0,0.5,8.0,16.0,0.5,17.0,23.0,0.7390000000000001,12.0,26.0,38.0,19.0,6.0,10.0,11.0,26.0,111.0,,0.5770000000000001,0.547,0.18600000000000003,0.267,32.4,53.1,44.2,44.2,6.6,17.2,10.3,100.0,121.4,125.8,201602
7564,UTA @ POR 2016-10-25,POR,240.0,39.0,75.0,0.52,13.0,19.0,0.684,22.0,22.0,1.0,5.0,29.0,34.0,22.0,5.0,3.0,12.0,18.0,113.0,,0.667,0.607,0.253,0.293,16.7,82.9,52.3,56.4,5.5,5.2,12.4,100.0,124.8,114.9,201610
7565,UTA @ POR 2016-10-25,UTA,240.0,40.0,82.0,0.488,8.0,24.0,0.33299999999999996,16.0,16.0,1.0,6.0,25.0,31.0,19.0,9.0,5.0,11.0,19.0,104.0,,0.584,0.537,0.293,0.195,17.1,83.3,47.7,47.5,9.9,8.9,11.0,100.0,114.9,124.8,201610
7566,UTA @ POR 2017-04-08,POR,240.0,37.0,91.0,0.40700000000000003,13.0,30.0,0.433,14.0,16.0,0.875,12.0,35.0,47.0,15.0,5.0,6.0,3.0,16.0,101.0,,0.515,0.478,0.33,0.17600000000000002,24.0,79.5,50.0,40.5,5.8,10.2,3.0,100.0,116.2,98.9,201704
7567,UTA @ POR 2017-04-08,UTA,240.0,31.0,78.0,0.397,6.0,19.0,0.316,18.0,24.0,0.75,9.0,38.0,47.0,19.0,2.0,9.0,10.0,18.0,86.0,,0.486,0.436,0.244,0.308,20.5,76.0,50.0,61.3,2.3,14.8,10.1,100.0,98.9,116.2,201704
7568,UTA @ POR 2018-02-11,POR,240.0,33.0,81.0,0.40700000000000003,9.0,25.0,0.36,21.0,25.0,0.84,6.0,31.0,37.0,16.0,7.0,4.0,13.0,22.0,96.0,,0.522,0.46299999999999997,0.309,0.309,12.5,66.0,38.9,48.5,7.4,6.5,12.4,100.0,100.9,120.9,201802
7569,UTA @ POR 2018-02-11,UTA,240.0,41.0,88.0,0.466,13.0,26.0,0.5,20.0,22.0,0.909,16.0,42.0,58.0,23.0,8.0,4.0,13.0,22.0,115.0,,0.589,0.54,0.295,0.25,34.0,87.5,61.1,56.1,8.4,7.1,11.7,100.0,120.9,100.9,201802
7570,UTA @ POR 2018-04-11,POR,240.0,41.0,89.0,0.461,9.0,24.0,0.375,11.0,16.0,0.688,7.0,39.0,46.0,19.0,9.0,9.0,10.0,22.0,102.0,,0.531,0.511,0.27,0.18,15.2,73.6,46.5,46.3,9.3,13.6,9.4,100.0,105.0,95.7,201804
7571,UTA @ POR 2018-04-11,UTA,240.0,33.0,89.0,0.371,8.0,23.0,0.348,19.0,24.0,0.792,14.0,39.0,53.0,18.0,5.0,7.0,14.0,19.0,93.0,,0.467,0.41600000000000004,0.258,0.27,26.4,84.8,53.5,54.5,5.1,10.8,12.3,100.0,95.7,105.0,201804
7572,UTA @ SAC 2015-12-08,SAC,240.0,43.0,77.0,0.5579999999999999,10.0,28.0,0.35700000000000004,18.0,24.0,0.75,9.0,31.0,40.0,29.0,6.0,2.0,15.0,18.0,114.0,,0.6509999999999999,0.623,0.364,0.312,26.5,62.0,47.6,67.4,6.6,3.6,14.6,100.0,124.7,116.0,201512
7573,UTA @ SAC 2015-12-08,UTA,240.0,38.0,92.0,0.413,15.0,36.0,0.41700000000000004,15.0,22.0,0.682,19.0,25.0,44.0,23.0,7.0,0.0,12.0,22.0,106.0,,0.521,0.495,0.391,0.239,38.0,73.5,52.4,60.5,7.7,0.0,10.6,100.0,116.0,124.7,201512
7574,UTA @ SAC 2016-03-13,SAC,240.0,38.0,81.0,0.469,9.0,21.0,0.429,14.0,21.0,0.667,8.0,28.0,36.0,25.0,8.0,5.0,10.0,20.0,99.0,,0.5489999999999999,0.525,0.259,0.259,18.2,71.8,43.4,65.8,8.7,9.3,10.0,100.0,107.1,116.8,201603
7575,UTA @ SAC 2016-03-13,UTA,240.0,39.0,82.0,0.47600000000000003,12.0,28.0,0.429,18.0,22.0,0.818,11.0,36.0,47.0,26.0,8.0,3.0,16.0,22.0,108.0,,0.589,0.5489999999999999,0.341,0.268,28.2,81.8,56.6,66.7,8.7,5.0,14.9,100.0,116.8,107.1,201603
7576,UTA @ SAC 2017-03-05,SAC,265.0,43.0,83.0,0.518,8.0,17.0,0.47100000000000003,15.0,20.0,0.75,5.0,32.0,37.0,24.0,8.0,3.0,12.0,21.0,109.0,,0.594,0.5660000000000001,0.205,0.24100000000000002,12.5,72.7,44.0,55.8,8.1,5.3,11.6,100.0,110.6,111.6,201703
7577,UTA @ SAC 2017-03-05,UTA,265.0,41.0,90.0,0.456,10.0,33.0,0.303,18.0,27.0,0.667,12.0,35.0,47.0,24.0,8.0,3.0,13.0,15.0,110.0,,0.54,0.511,0.36700000000000005,0.3,27.3,87.5,56.0,58.5,8.1,4.5,11.3,100.0,111.6,110.6,201703
7578,UTA @ SAC 2017-03-29,SAC,240.0,34.0,75.0,0.45299999999999996,2.0,15.0,0.133,12.0,18.0,0.667,2.0,30.0,32.0,14.0,7.0,1.0,13.0,17.0,82.0,,0.494,0.467,0.2,0.24,5.3,81.1,42.7,41.2,7.7,2.1,13.6,100.0,89.6,122.4,201703
7579,UTA @ SAC 2017-03-29,UTA,240.0,42.0,79.0,0.532,13.0,31.0,0.419,15.0,19.0,0.789,7.0,36.0,43.0,22.0,10.0,3.0,11.0,18.0,112.0,,0.6409999999999999,0.614,0.392,0.24100000000000002,18.9,94.7,57.3,52.4,10.9,5.0,11.2,100.0,122.4,89.6,201703
7580,UTA @ SAC 2018-01-17,SAC,240.0,38.0,72.0,0.528,13.0,21.0,0.619,16.0,20.0,0.8,8.0,28.0,36.0,19.0,9.0,4.0,19.0,21.0,105.0,,0.65,0.618,0.292,0.278,25.8,82.4,55.4,50.0,9.9,7.7,19.0,100.0,115.4,131.9,201801
7581,UTA @ SAC 2018-01-17,UTA,240.0,46.0,81.0,0.568,12.0,29.0,0.414,16.0,20.0,0.8,6.0,23.0,29.0,26.0,15.0,4.0,10.0,20.0,120.0,,0.6679999999999999,0.642,0.358,0.247,17.6,74.2,44.6,56.5,16.5,7.8,10.0,100.0,131.9,115.4,201801
7582,UTA @ SAC 2018-03-03,SAC,240.0,34.0,89.0,0.382,9.0,30.0,0.3,14.0,17.0,0.8240000000000001,11.0,37.0,48.0,15.0,7.0,7.0,13.0,24.0,91.0,,0.47200000000000003,0.433,0.337,0.191,21.2,77.1,48.0,44.1,7.3,14.0,11.9,100.0,95.2,102.5,201803
7583,UTA @ SAC 2018-03-03,UTA,240.0,34.0,82.0,0.415,11.0,32.0,0.344,19.0,29.0,0.655,11.0,41.0,52.0,20.0,9.0,7.0,13.0,19.0,98.0,,0.517,0.48200000000000004,0.39,0.354,22.9,78.8,52.0,58.8,9.4,11.9,12.1,100.0,102.5,95.2,201803
7584,UTA @ SAS 2015-12-14,SAS,240.0,42.0,75.0,0.56,9.0,21.0,0.429,25.0,27.0,0.9259999999999999,9.0,39.0,48.0,24.0,6.0,2.0,11.0,17.0,118.0,,0.679,0.62,0.28,0.36,26.5,84.8,60.0,57.1,6.8,2.9,11.2,100.0,133.6,91.7,201512
7585,UTA @ SAS 2015-12-14,UTA,240.0,32.0,79.0,0.405,3.0,11.0,0.273,14.0,17.0,0.8240000000000001,7.0,25.0,32.0,18.0,8.0,3.0,11.0,23.0,81.0,,0.46799999999999997,0.424,0.139,0.215,15.2,73.5,40.0,56.3,9.1,5.6,11.3,100.0,91.7,133.6,201512
7586,UTA @ SAS 2016-01-06,SAS,240.0,52.0,86.0,0.605,9.0,21.0,0.429,10.0,13.0,0.769,8.0,30.0,38.0,34.0,10.0,2.0,13.0,21.0,123.0,,0.6709999999999999,0.657,0.244,0.151,25.0,75.0,52.8,65.4,10.6,3.3,12.4,100.0,130.8,104.2,201601
7587,UTA @ SAS 2016-01-06,UTA,240.0,37.0,79.0,0.46799999999999997,7.0,18.0,0.389,17.0,18.0,0.9440000000000001,10.0,24.0,34.0,21.0,8.0,3.0,18.0,17.0,98.0,,0.564,0.513,0.228,0.228,25.0,75.0,47.2,56.8,8.5,4.6,17.2,100.0,104.2,130.8,201601
7588,UTA @ SAS 2016-11-01,SAS,240.0,33.0,76.0,0.434,6.0,20.0,0.3,19.0,21.0,0.905,4.0,30.0,34.0,19.0,6.0,5.0,9.0,15.0,91.0,,0.534,0.474,0.263,0.276,9.8,93.8,46.6,57.6,6.7,11.1,9.6,100.0,101.4,118.1,201611
7589,UTA @ SAS 2016-11-01,UTA,240.0,38.0,76.0,0.5,15.0,31.0,0.484,15.0,18.0,0.833,2.0,37.0,39.0,22.0,5.0,8.0,10.0,20.0,106.0,,0.632,0.599,0.408,0.237,6.3,90.2,53.4,57.9,5.6,14.3,10.6,100.0,118.1,101.4,201611
7590,UTA @ SAS 2017-04-02,SAS,240.0,40.0,77.0,0.519,10.0,19.0,0.526,19.0,22.0,0.8640000000000001,8.0,34.0,42.0,26.0,7.0,6.0,13.0,17.0,109.0,,0.629,0.584,0.247,0.28600000000000003,25.0,73.9,53.8,65.0,7.8,9.2,13.0,100.0,120.9,114.3,201704
7591,UTA @ SAS 2017-04-02,UTA,240.0,43.0,89.0,0.483,9.0,24.0,0.375,8.0,13.0,0.615,12.0,24.0,36.0,24.0,6.0,8.0,10.0,18.0,103.0,,0.544,0.534,0.27,0.146,26.1,75.0,46.2,55.8,6.7,13.8,9.5,100.0,114.3,120.9,201704
7592,UTA @ SAS 2018-02-03,SAS,240.0,44.0,91.0,0.484,10.0,26.0,0.385,13.0,18.0,0.722,11.0,25.0,36.0,25.0,9.0,5.0,12.0,27.0,111.0,,0.561,0.5379999999999999,0.28600000000000003,0.198,25.6,83.3,49.3,56.8,9.4,10.9,10.8,100.0,115.4,124.7,201802
7593,UTA @ SAS 2018-02-03,UTA,240.0,39.0,69.0,0.565,12.0,23.0,0.522,30.0,36.0,0.833,5.0,32.0,37.0,26.0,6.0,5.0,17.0,19.0,120.0,,0.7070000000000001,0.652,0.33299999999999996,0.522,16.7,74.4,50.7,66.7,6.2,7.7,16.7,100.0,124.7,115.4,201802
7594,UTA @ SAS 2018-03-23,SAS,265.0,47.0,92.0,0.511,7.0,17.0,0.41200000000000003,23.0,27.0,0.852,11.0,38.0,49.0,21.0,9.0,7.0,13.0,25.0,124.0,,0.597,0.5489999999999999,0.185,0.293,27.5,88.4,59.0,44.7,8.5,11.7,11.1,100.0,117.2,113.4,201803
7595,UTA @ SAS 2018-03-23,UTA,265.0,43.0,88.0,0.489,11.0,28.0,0.39299999999999996,23.0,29.0,0.7929999999999999,5.0,29.0,34.0,24.0,10.0,3.0,15.0,23.0,120.0,,0.595,0.551,0.318,0.33,11.6,72.5,41.0,55.8,9.5,4.0,13.0,100.0,113.4,117.2,201803
7596,UTA @ TOR 2016-03-02,TOR,240.0,40.0,80.0,0.5,6.0,22.0,0.273,18.0,21.0,0.857,10.0,35.0,45.0,12.0,7.0,5.0,9.0,18.0,104.0,,0.583,0.5379999999999999,0.275,0.263,30.3,77.8,57.7,30.0,8.1,8.8,9.2,100.0,121.0,109.4,201603
7597,UTA @ TOR 2016-03-02,UTA,240.0,37.0,83.0,0.446,10.0,26.0,0.385,10.0,16.0,0.625,10.0,23.0,33.0,21.0,6.0,6.0,9.0,21.0,94.0,,0.522,0.506,0.313,0.193,22.2,69.7,42.3,56.8,7.0,10.3,9.1,100.0,109.4,121.0,201603
7598,UTA @ TOR 2017-01-05,TOR,240.0,36.0,91.0,0.396,8.0,21.0,0.381,21.0,28.0,0.75,21.0,24.0,45.0,14.0,10.0,6.0,4.0,19.0,101.0,,0.489,0.44,0.231,0.308,38.2,66.7,49.5,38.9,11.8,11.3,3.7,100.0,119.4,109.9,201701
7599,UTA @ TOR 2017-01-05,UTA,240.0,34.0,73.0,0.466,7.0,20.0,0.35,18.0,21.0,0.857,12.0,34.0,46.0,16.0,2.0,4.0,18.0,22.0,93.0,,0.565,0.514,0.27399999999999997,0.28800000000000003,33.3,61.8,50.5,47.1,2.4,5.7,18.0,100.0,109.9,119.4,201701
7600,UTA @ TOR 2018-01-26,TOR,240.0,37.0,95.0,0.389,7.0,27.0,0.259,12.0,17.0,0.706,16.0,36.0,52.0,23.0,10.0,13.0,11.0,18.0,93.0,,0.45399999999999996,0.426,0.284,0.179,30.2,78.3,52.5,62.2,10.5,19.7,9.7,100.0,97.6,101.8,201801
7601,UTA @ TOR 2018-01-26,UTA,240.0,36.0,87.0,0.414,10.0,21.0,0.47600000000000003,15.0,21.0,0.7140000000000001,10.0,37.0,47.0,20.0,7.0,5.0,13.0,16.0,97.0,,0.504,0.47100000000000003,0.24100000000000002,0.24100000000000002,21.7,69.8,47.5,55.6,7.3,7.4,11.9,100.0,101.8,97.6,201801
7602,UTA @ WAS 2016-02-18,UTA,240.0,31.0,77.0,0.40299999999999997,4.0,15.0,0.267,23.0,29.0,0.7929999999999999,12.0,36.0,48.0,20.0,9.0,6.0,23.0,21.0,89.0,,0.496,0.429,0.195,0.377,28.6,85.7,57.1,64.5,9.2,8.8,20.4,100.0,90.7,105.0,201602
7603,UTA @ WAS 2016-02-18,WAS,240.0,42.0,86.0,0.488,7.0,18.0,0.389,12.0,21.0,0.5710000000000001,6.0,30.0,36.0,25.0,14.0,10.0,11.0,20.0,103.0,,0.541,0.529,0.209,0.244,14.3,71.4,42.9,59.5,14.3,16.1,10.4,100.0,105.0,90.7,201602
7604,UTA @ WAS 2017-02-26,UTA,240.0,34.0,72.0,0.47200000000000003,11.0,24.0,0.45799999999999996,23.0,32.0,0.7190000000000001,9.0,41.0,50.0,18.0,10.0,11.0,24.0,19.0,102.0,,0.5920000000000001,0.5489999999999999,0.33299999999999996,0.444,29.0,87.2,64.1,52.9,10.1,16.9,21.8,100.0,102.8,92.8,201702
7605,UTA @ WAS 2017-02-26,WAS,240.0,37.0,87.0,0.425,8.0,22.0,0.364,10.0,13.0,0.769,6.0,22.0,28.0,21.0,16.0,1.0,16.0,27.0,92.0,,0.496,0.47100000000000003,0.253,0.149,12.8,71.0,35.9,56.8,16.1,2.1,14.7,100.0,92.8,102.8,201702
7606,UTA @ WAS 2018-01-10,UTA,240.0,43.0,92.0,0.467,11.0,33.0,0.33299999999999996,10.0,13.0,0.769,11.0,28.0,39.0,23.0,15.0,3.0,12.0,17.0,107.0,,0.547,0.527,0.359,0.141,23.4,75.7,46.4,53.5,15.4,5.7,10.9,100.0,109.9,106.8,201801
7607,UTA @ WAS 2018-01-10,WAS,240.0,41.0,78.0,0.526,10.0,25.0,0.4,12.0,16.0,0.75,9.0,36.0,45.0,25.0,8.0,1.0,23.0,17.0,104.0,,0.611,0.59,0.321,0.205,24.3,76.6,53.6,61.0,8.2,1.7,21.3,100.0,106.8,109.9,201801
7608,WAS @ ATL 2015-11-07,ATL,240.0,43.0,92.0,0.467,13.0,33.0,0.39399999999999996,15.0,15.0,1.0,10.0,29.0,39.0,37.0,12.0,4.0,14.0,15.0,114.0,,0.578,0.5379999999999999,0.359,0.163,23.3,78.4,48.8,86.0,12.0,7.4,12.4,100.0,114.4,99.3,201511
7609,WAS @ ATL 2015-11-07,WAS,240.0,38.0,78.0,0.48700000000000004,8.0,24.0,0.33299999999999996,15.0,17.0,0.882,8.0,33.0,41.0,27.0,11.0,3.0,24.0,18.0,99.0,,0.579,0.5379999999999999,0.308,0.218,21.6,76.7,51.3,71.1,11.0,5.1,21.9,100.0,99.3,114.4,201511
7610,WAS @ ATL 2016-03-21,ATL,240.0,38.0,78.0,0.48700000000000004,13.0,33.0,0.39399999999999996,13.0,17.0,0.765,2.0,31.0,33.0,23.0,5.0,6.0,14.0,15.0,102.0,,0.597,0.5710000000000001,0.423,0.218,5.4,77.5,42.9,60.5,5.2,9.1,14.1,100.0,105.3,120.8,201603
7611,WAS @ ATL 2016-03-21,WAS,240.0,46.0,91.0,0.505,13.0,25.0,0.52,12.0,20.0,0.6,9.0,35.0,44.0,27.0,10.0,3.0,9.0,17.0,117.0,,0.586,0.5770000000000001,0.275,0.22,22.5,94.6,57.1,58.7,10.3,6.7,8.3,100.0,120.8,105.3,201603
7612,WAS @ ATL 2016-10-27,ATL,240.0,44.0,88.0,0.5,12.0,26.0,0.462,14.0,18.0,0.778,14.0,38.0,52.0,28.0,13.0,7.0,21.0,19.0,114.0,,0.594,0.568,0.295,0.205,33.3,76.0,56.5,63.6,12.6,9.5,18.0,100.0,110.2,95.7,201610
7613,WAS @ ATL 2016-10-27,WAS,240.0,40.0,94.0,0.426,6.0,20.0,0.3,13.0,18.0,0.722,12.0,28.0,40.0,25.0,14.0,4.0,19.0,20.0,99.0,,0.486,0.457,0.213,0.191,24.0,66.7,43.5,62.5,13.5,6.5,15.7,100.0,95.7,110.2,201610
7614,WAS @ ATL 2017-01-27,ATL,240.0,30.0,83.0,0.361,9.0,31.0,0.29,17.0,25.0,0.68,8.0,33.0,41.0,18.0,9.0,8.0,19.0,16.0,86.0,,0.457,0.41600000000000004,0.373,0.301,17.0,71.7,44.1,60.0,8.9,13.8,16.8,100.0,84.7,110.3,201701
7615,WAS @ ATL 2017-01-27,WAS,240.0,43.0,89.0,0.483,13.0,31.0,0.419,13.0,19.0,0.684,13.0,39.0,52.0,26.0,12.0,10.0,18.0,24.0,112.0,,0.575,0.556,0.348,0.213,28.3,83.0,55.9,60.5,11.8,19.2,15.6,100.0,110.3,84.7,201701
7616,WAS @ ATL 2017-04-22,ATL,240.0,44.0,89.0,0.494,9.0,25.0,0.36,19.0,32.0,0.594,11.0,39.0,50.0,26.0,6.0,5.0,11.0,17.0,116.0,,0.563,0.545,0.281,0.36,23.4,86.7,54.3,59.1,5.8,8.3,9.6,100.0,112.6,95.1,201704
7617,WAS @ ATL 2017-04-22,WAS,240.0,37.0,89.0,0.41600000000000004,7.0,29.0,0.24100000000000002,17.0,20.0,0.85,6.0,36.0,42.0,16.0,6.0,4.0,15.0,28.0,98.0,,0.501,0.455,0.326,0.225,13.3,76.6,45.7,43.2,5.8,6.3,13.3,100.0,95.1,112.6,201704
7618,WAS @ ATL 2017-04-24,ATL,240.0,40.0,90.0,0.444,12.0,31.0,0.387,19.0,25.0,0.76,12.0,37.0,49.0,24.0,7.0,1.0,12.0,20.0,111.0,,0.55,0.511,0.344,0.278,24.5,80.4,51.6,60.0,7.1,1.9,10.6,100.0,112.8,102.6,201704
7619,WAS @ ATL 2017-04-24,WAS,240.0,36.0,85.0,0.424,11.0,32.0,0.344,18.0,23.0,0.7829999999999999,9.0,37.0,46.0,19.0,7.0,5.0,14.0,25.0,101.0,,0.531,0.488,0.376,0.271,19.6,75.5,48.4,52.8,7.1,8.5,12.8,100.0,102.6,112.8,201704
7620,WAS @ ATL 2017-04-28,ATL,240.0,37.0,78.0,0.474,9.0,32.0,0.281,16.0,19.0,0.8420000000000001,11.0,24.0,35.0,26.0,9.0,3.0,22.0,22.0,99.0,,0.573,0.532,0.41,0.244,30.6,75.0,51.5,70.3,9.5,5.6,20.3,100.0,105.0,122.0,201704
7621,WAS @ ATL 2017-04-28,WAS,240.0,42.0,78.0,0.5379999999999999,10.0,24.0,0.41700000000000004,21.0,25.0,0.84,8.0,25.0,33.0,21.0,16.0,7.0,16.0,22.0,115.0,,0.6459999999999999,0.603,0.308,0.321,25.0,69.4,48.5,50.0,17.0,15.2,15.2,100.0,122.0,105.0,201704
7622,WAS @ ATL 2017-12-27,ATL,240.0,41.0,94.0,0.436,11.0,37.0,0.297,20.0,29.0,0.69,16.0,37.0,53.0,28.0,7.0,7.0,11.0,21.0,113.0,,0.529,0.495,0.39399999999999996,0.309,34.0,80.4,57.0,68.3,7.3,12.3,9.3,100.0,117.7,103.1,201712
7623,WAS @ ATL 2017-12-27,WAS,240.0,35.0,81.0,0.43200000000000005,9.0,24.0,0.375,20.0,26.0,0.769,9.0,31.0,40.0,24.0,6.0,5.0,13.0,24.0,99.0,,0.535,0.488,0.29600000000000004,0.321,19.6,66.0,43.0,68.6,6.2,8.8,12.3,100.0,103.1,117.7,201712
7624,WAS @ ATL 2018-01-27,ATL,240.0,38.0,88.0,0.43200000000000005,12.0,43.0,0.27899999999999997,16.0,21.0,0.762,11.0,21.0,32.0,24.0,2.0,4.0,12.0,15.0,104.0,,0.535,0.5,0.489,0.239,26.2,75.0,45.7,63.2,2.1,7.5,11.0,100.0,111.0,137.7,201801
7625,WAS @ ATL 2018-01-27,WAS,240.0,49.0,85.0,0.5760000000000001,18.0,32.0,0.563,13.0,14.0,0.929,7.0,31.0,38.0,40.0,7.0,6.0,12.0,21.0,129.0,,0.708,0.682,0.376,0.165,25.0,73.8,54.3,81.6,7.5,13.3,11.6,100.0,137.7,111.0,201801
7626,WAS @ BKN 2015-12-26,BKN,240.0,43.0,89.0,0.483,5.0,17.0,0.294,5.0,16.0,0.313,16.0,34.0,50.0,24.0,8.0,5.0,19.0,22.0,96.0,,0.5,0.511,0.191,0.18,33.3,82.9,56.2,55.8,8.2,8.8,16.5,100.0,98.9,114.4,201512
7627,WAS @ BKN 2015-12-26,WAS,240.0,42.0,84.0,0.5,12.0,27.0,0.444,15.0,22.0,0.682,7.0,32.0,39.0,32.0,10.0,5.0,11.0,20.0,111.0,,0.5920000000000001,0.5710000000000001,0.321,0.262,17.1,66.7,43.8,76.2,10.3,6.9,10.5,100.0,114.4,98.9,201512
7628,WAS @ BKN 2016-04-11,BKN,240.0,44.0,98.0,0.449,10.0,31.0,0.32299999999999995,13.0,21.0,0.619,13.0,30.0,43.0,24.0,9.0,9.0,10.0,16.0,111.0,,0.518,0.5,0.316,0.214,25.5,76.9,47.8,54.5,8.8,14.1,8.5,100.0,109.0,117.8,201604
7629,WAS @ BKN 2016-04-11,WAS,240.0,46.0,89.0,0.517,9.0,25.0,0.36,19.0,24.0,0.792,9.0,38.0,47.0,27.0,8.0,1.0,14.0,18.0,120.0,,0.603,0.5670000000000001,0.281,0.27,23.1,74.5,52.2,58.7,7.9,1.5,12.3,100.0,117.8,109.0,201604
