match,date_ref,game_full_names,result,odds_away,odds_home,B's,fl_playoff,fl_pre_season,date,team_home,team_away,PTS_home,PTS_away,fl_home_win
NYK @ TOR 2017-02-28,28 Feb 2017,New York Knicks - Toronto Raptors,91:92,2.39,1.62,12.0,0,0,2017-02-28,TOR,NYK,91,92,0
PHI @ GSW 2017-02-28,28 Feb 2017,Philadelphia 76ers - Golden State Warriors,108:119,11.56,1.06,12.0,0,0,2017-02-28,GSW,PHI,108,119,0
LAC @ CHA 2017-02-28,28 Feb 2017,Los Angeles Clippers - Charlotte Hornets,124:121 OT,1.15,5.84,12.0,0,0,2017-02-28,CHA,LAC,124,121,1
OKC @ NOP 2017-02-27,27 Feb 2017,Oklahoma City Thunder - New Orleans Pelicans,118:110,1.40,3.11,12.0,0,0,2017-02-27,NOP,OKC,118,110,1
DET @ BOS 2017-02-27,27 Feb 2017,Detroit Pistons - Boston Celtics,98:104,2.12,1.77,12.0,0,0,2017-02-27,BOS,DET,98,104,0
TOR @ POR 2017-02-27,27 Feb 2017,Toronto Raptors - Portland Trail Blazers,112:106,1.46,2.83,12.0,0,0,2017-02-27,POR,TOR,112,106,1
DEN @ MEM 2017-02-27,27 Feb 2017,Denver Nuggets - Memphis Grizzlies,98:105,1.78,2.1,12.0,0,0,2017-02-27,MEM,DEN,98,105,0
WAS @ UTA 2017-02-27,27 Feb 2017,Washington Wizards - Utah Jazz,92:102,1.76,2.12,12.0,0,0,2017-02-27,UTA,WAS,92,102,0
LAL @ SAS 2017-02-27,27 Feb 2017,Los Angeles Lakers - San Antonio Spurs,98:119,7.38,1.11,12.0,0,0,2017-02-27,SAS,LAL,98,119,0
MIL @ PHX 2017-02-27,27 Feb 2017,Milwaukee Bucks - Phoenix Suns,100:96,1.41,3.07,12.0,0,0,2017-02-27,PHX,MIL,100,96,1
GSW @ BKN 2017-02-27,27 Feb 2017,Golden State Warriors - Brooklyn Nets,112:95,1.01,24.25,11.0,0,0,2017-02-27,BKN,GSW,112,95,1
HOU @ MIN 2017-02-27,27 Feb 2017,Houston Rockets - Minnesota Timberwolves,142:130,1.10,7.98,12.0,0,0,2017-02-27,MIN,HOU,142,130,1
CLE @ CHI 2017-02-27,27 Feb 2017,Cleveland Cavaliers - Chicago Bulls,99:117,1.40,3.13,12.0,0,0,2017-02-27,CHI,CLE,99,117,0
DAL @ NOP 2017-02-27,27 Feb 2017,Dallas Mavericks - New Orleans Pelicans,96:83,2.15,1.75,12.0,0,0,2017-02-27,NOP,DAL,96,83,1
MIA @ IND 2017-02-27,27 Feb 2017,Miami Heat - Indiana Pacers,113:95,1.53,2.63,12.0,0,0,2017-02-27,IND,MIA,113,95,1
NYK @ PHI 2017-02-26,26 Feb 2017,New York Knicks - Philadelphia 76ers,110:109,1.37,3.25,12.0,0,0,2017-02-26,PHI,NYK,110,109,1
ORL @ ATL 2017-02-26,26 Feb 2017,Orlando Magic - Atlanta Hawks,105:86,2.44,1.6,12.0,0,0,2017-02-26,ATL,ORL,105,86,1
SAC @ CHA 2017-02-26,26 Feb 2017,Sacramento Kings - Charlotte Hornets,85:99,2.50,1.57,12.0,0,0,2017-02-26,CHA,SAC,85,99,0
LAC @ SAS 2017-02-26,26 Feb 2017,Los Angeles Clippers - San Antonio Spurs,97:105,2.22,1.7,11.0,0,0,2017-02-26,SAS,LAC,97,105,0
DEN @ BKN 2017-02-26,26 Feb 2017,Denver Nuggets - Brooklyn Nets,129:109,1.18,5.35,11.0,0,0,2017-02-26,BKN,DEN,129,109,1
ATL @ MIA 2017-02-26,26 Feb 2017,Atlanta Hawks - Miami Heat,90:108,1.70,2.23,11.0,0,0,2017-02-26,MIA,ATL,90,108,0
CHI @ PHX 2017-02-26,26 Feb 2017,Chicago Bulls - Phoenix Suns,128:121 OT,1.42,3.02,11.0,0,0,2017-02-26,PHX,CHI,128,121,1
MIL @ UTA 2017-02-26,26 Feb 2017,Milwaukee Bucks - Utah Jazz,95:109,2.39,1.62,11.0,0,0,2017-02-26,UTA,MIL,95,109,0
MIN @ DAL 2017-02-26,26 Feb 2017,Minnesota Timberwolves - Dallas Mavericks,97:84,1.60,2.44,11.0,0,0,2017-02-26,DAL,MIN,97,84,1
OKC @ LAL 2017-02-25,25 Feb 2017,Oklahoma City Thunder - Los Angeles Lakers,110:93,1.16,5.64,11.0,0,0,2017-02-25,LAL,OKC,110,93,1
TOR @ BOS 2017-02-25,25 Feb 2017,Toronto Raptors - Boston Celtics,107:97,1.81,2.07,11.0,0,0,2017-02-25,BOS,TOR,107,97,1
IND @ MEM 2017-02-25,25 Feb 2017,Indiana Pacers - Memphis Grizzlies,102:92,1.94,1.91,11.0,0,0,2017-02-25,MEM,IND,102,92,1
PHI @ WAS 2017-02-25,25 Feb 2017,Philadelphia 76ers - Washington Wizards,120:112,4.31,1.24,11.0,0,0,2017-02-25,WAS,PHI,120,112,1
GSW @ LAC 2017-02-25,25 Feb 2017,Golden State Warriors - Los Angeles Clippers,123:113,1.09,8.62,11.0,0,0,2017-02-25,LAC,GSW,123,113,1
SAC @ DEN 2017-02-25,25 Feb 2017,Sacramento Kings - Denver Nuggets,116:100,3.21,1.38,11.0,0,0,2017-02-25,DEN,SAC,116,100,1
CLE @ NYK 2017-02-25,25 Feb 2017,Cleveland Cavaliers - New York Knicks,119:104,1.15,5.8,11.0,0,0,2017-02-25,NYK,CLE,119,104,1
NOP @ HOU 2017-02-25,25 Feb 2017,New Orleans Pelicans - Houston Rockets,99:129,2.44,1.6,11.0,0,0,2017-02-25,HOU,NOP,99,129,0
DET @ CHA 2017-02-24,24 Feb 2017,Detroit Pistons - Charlotte Hornets,114:108 OT,1.50,2.7,11.0,0,0,2017-02-24,CHA,DET,114,108,1
ORL @ POR 2017-02-24,24 Feb 2017,Orlando Magic - Portland Trail Blazers,103:112,2.29,1.67,11.0,0,0,2017-02-24,POR,ORL,103,112,0
West @ East 2017-02-20,20 Feb 2017 - All Stars,West - East,192:182,1.43,2.91,10.0,0,0,2017-02-20,East,West,192,182,1
Team USA @ Team World 2017-02-18,18 Feb 2017 - All Stars,Team USA - Team World,141:150,1.50,2.72,5.0,0,0,2017-02-18,Team World,Team USA,141,150,0
CHI @ BOS 2017-02-17,17 Feb 2017,Chicago Bulls - Boston Celtics,104:103,1.96,1.89,11.0,0,0,2017-02-17,BOS,CHI,104,103,1
IND @ WAS 2017-02-17,17 Feb 2017,Indiana Pacers - Washington Wizards,98:111,2.22,1.7,11.0,0,0,2017-02-17,WAS,IND,98,111,0
GSW @ SAC 2017-02-17,17 Feb 2017,Golden State Warriors - Sacramento Kings,109:86,1.02,19.27,11.0,0,0,2017-02-17,SAC,GSW,109,86,1
LAC @ ATL 2017-02-17,17 Feb 2017,Los Angeles Clippers - Atlanta Hawks,99:84,1.62,2.39,11.0,0,0,2017-02-17,ATL,LAC,99,84,1
OKC @ NYK 2017-02-17,17 Feb 2017,Oklahoma City Thunder - New York Knicks,116:105,1.32,3.56,11.0,0,0,2017-02-17,NYK,OKC,116,105,1
DEN @ MIN 2017-02-17,17 Feb 2017,Denver Nuggets - Minnesota Timberwolves,99:112,1.39,3.18,11.0,0,0,2017-02-17,MIN,DEN,99,112,0
PHX @ LAL 2017-02-17,17 Feb 2017,Phoenix Suns - Los Angeles Lakers,137:101,1.55,2.57,11.0,0,0,2017-02-17,LAL,PHX,137,101,1
UTA @ POR 2017-02-17,17 Feb 2017,Utah Jazz - Portland Trail Blazers,111:88,1.24,4.35,11.0,0,0,2017-02-17,POR,UTA,111,88,1
HOU @ MIA 2017-02-17,17 Feb 2017,Houston Rockets - Miami Heat,109:117,1.17,5.46,11.0,0,0,2017-02-17,MIA,HOU,109,117,0
MEM @ NOP 2017-02-17,17 Feb 2017,Memphis Grizzlies - New Orleans Pelicans,91:95,1.28,3.92,11.0,0,0,2017-02-17,NOP,MEM,91,95,0
BOS @ PHI 2017-02-16,16 Feb 2017,Boston Celtics - Philadelphia 76ers,116:108,1.17,5.32,11.0,0,0,2017-02-16,PHI,BOS,116,108,1
BKN @ MIL 2017-02-16,16 Feb 2017,Brooklyn Nets - Milwaukee Bucks,125:129,2.80,1.47,11.0,0,0,2017-02-16,MIL,BKN,125,129,0
DET @ DAL 2017-02-16,16 Feb 2017,Detroit Pistons - Dallas Mavericks,98:91,1.53,2.61,11.0,0,0,2017-02-16,DAL,DET,98,91,1
TOR @ CHA 2017-02-16,16 Feb 2017,Toronto Raptors - Charlotte Hornets,90:85,1.39,3.15,11.0,0,0,2017-02-16,CHA,TOR,90,85,1
CLE @ IND 2017-02-16,16 Feb 2017,Cleveland Cavaliers - Indiana Pacers,113:104,1.40,3.11,11.0,0,0,2017-02-16,IND,CLE,113,104,1
ORL @ SAS 2017-02-16,16 Feb 2017,Orlando Magic - San Antonio Spurs,79:107,5.58,1.16,11.0,0,0,2017-02-16,SAS,ORL,79,107,0
LAL @ SAC 2017-02-16,16 Feb 2017,Los Angeles Lakers - Sacramento Kings,96:97,1.71,2.21,11.0,0,0,2017-02-16,SAC,LAL,96,97,0
CHI @ TOR 2017-02-16,16 Feb 2017,Chicago Bulls - Toronto Raptors,105:94,2.57,1.55,11.0,0,0,2017-02-16,TOR,CHI,105,94,1
MIN @ CLE 2017-02-16,16 Feb 2017,Minnesota Timberwolves - Cleveland Cavaliers,108:116,2.47,1.58,11.0,0,0,2017-02-16,CLE,MIN,108,116,0
POR @ ATL 2017-02-14,14 Feb 2017,Portland Trail Blazers - Atlanta Hawks,104:109 OT,1.77,2.12,11.0,0,0,2017-02-14,ATL,POR,104,109,0
DEN @ GSW 2017-02-14,14 Feb 2017,Denver Nuggets - Golden State Warriors,132:110,7.27,1.11,11.0,0,0,2017-02-14,GSW,DEN,132,110,1
PHX @ NOP 2017-02-14,14 Feb 2017,Phoenix Suns - New Orleans Pelicans,108:110,1.62,2.41,11.0,0,0,2017-02-14,NOP,PHX,108,110,0
UTA @ LAC 2017-02-14,14 Feb 2017,Utah Jazz - Los Angeles Clippers,72:88,1.25,4.17,11.0,0,0,2017-02-14,LAC,UTA,72,88,0
DAL @ BOS 2017-02-14,14 Feb 2017,Dallas Mavericks - Boston Celtics,98:111,2.07,1.8,11.0,0,0,2017-02-14,BOS,DAL,98,111,0
MIL @ DET 2017-02-14,14 Feb 2017,Milwaukee Bucks - Detroit Pistons,102:89,1.68,2.27,11.0,0,0,2017-02-14,DET,MIL,102,89,1
WAS @ OKC 2017-02-14,14 Feb 2017,Washington Wizards - Oklahoma City Thunder,120:98,1.42,2.98,11.0,0,0,2017-02-14,OKC,WAS,120,98,1
BKN @ MEM 2017-02-14,14 Feb 2017,Brooklyn Nets - Memphis Grizzlies,103:112,4.30,1.24,11.0,0,0,2017-02-14,MEM,BKN,103,112,0
MIA @ ORL 2017-02-14,14 Feb 2017,Miami Heat - Orlando Magic,107:116,1.30,3.75,11.0,0,0,2017-02-14,ORL,MIA,107,116,0
CHA @ PHI 2017-02-14,14 Feb 2017,Charlotte Hornets - Philadelphia 76ers,99:105,1.29,3.85,11.0,0,0,2017-02-14,PHI,CHA,99,105,0
IND @ SAS 2017-02-14,14 Feb 2017,Indiana Pacers - San Antonio Spurs,106:110,2.69,1.5,11.0,0,0,2017-02-14,SAS,IND,106,110,0
SAC @ NOP 2017-02-14,14 Feb 2017,Sacramento Kings - New Orleans Pelicans,105:99,1.58,2.48,11.0,0,0,2017-02-14,NOP,SAC,105,99,1
TOR @ DET 2017-02-13,13 Feb 2017,Toronto Raptors - Detroit Pistons,101:102,1.36,3.3,11.0,0,0,2017-02-13,DET,TOR,101,102,0
MIN @ CHI 2017-02-13,13 Feb 2017,Minnesota Timberwolves - Chicago Bulls,117:89,1.37,3.31,10.0,0,0,2017-02-13,CHI,MIN,117,89,1
NYK @ SAS 2017-02-13,13 Feb 2017,New York Knicks - San Antonio Spurs,94:90,4.66,1.21,11.0,0,0,2017-02-13,SAS,NYK,94,90,1
UTA @ BOS 2017-02-13,13 Feb 2017,Utah Jazz - Boston Celtics,104:112,1.37,3.29,11.0,0,0,2017-02-13,BOS,UTA,104,112,0
DAL @ ORL 2017-02-13,13 Feb 2017,Dallas Mavericks - Orlando Magic,112:80,1.37,3.26,11.0,0,0,2017-02-13,ORL,DAL,112,80,1
HOU @ PHX 2017-02-13,13 Feb 2017,Houston Rockets - Phoenix Suns,133:102,1.04,13.89,11.0,0,0,2017-02-13,PHX,HOU,133,102,1
OKC @ GSW 2017-02-13,13 Feb 2017,Oklahoma City Thunder - Golden State Warriors,114:130,3.87,1.28,11.0,0,0,2017-02-13,GSW,OKC,114,130,0
CLE @ DEN 2017-02-12,12 Feb 2017,Cleveland Cavaliers - Denver Nuggets,125:109,1.12,7.02,11.0,0,0,2017-02-12,DEN,CLE,125,109,1
PHI @ MIA 2017-02-12,12 Feb 2017,Philadelphia 76ers - Miami Heat,117:109,2.30,1.66,11.0,0,0,2017-02-12,MIA,PHI,117,109,1
IND @ MIL 2017-02-12,12 Feb 2017,Indiana Pacers - Milwaukee Bucks,100:116,1.38,3.18,11.0,0,0,2017-02-12,MIL,IND,100,116,0
CHA @ LAC 2017-02-12,12 Feb 2017,Charlotte Hornets - Los Angeles Clippers,102:107,1.70,2.23,11.0,0,0,2017-02-12,LAC,CHA,102,107,0
PHX @ CHI 2017-02-12,12 Feb 2017,Phoenix Suns - Chicago Bulls,115:97,2.35,1.64,11.0,0,0,2017-02-12,CHI,PHX,115,97,1
SAC @ ATL 2017-02-12,12 Feb 2017,Sacramento Kings - Atlanta Hawks,108:107,2.08,1.8,11.0,0,0,2017-02-12,ATL,SAC,108,107,1
MEM @ GSW 2017-02-12,12 Feb 2017,Memphis Grizzlies - Golden State Warriors,107:122,3.83,1.29,11.0,0,0,2017-02-12,GSW,MEM,107,122,0
MIL @ LAL 2017-02-12,12 Feb 2017,Milwaukee Bucks - Los Angeles Lakers,114:122,1.44,2.93,11.0,0,0,2017-02-12,LAL,MIL,114,122,0
MIN @ NOP 2017-02-12,12 Feb 2017,Minnesota Timberwolves - New Orleans Pelicans,106:122,1.51,2.68,11.0,0,0,2017-02-12,NOP,MIN,106,122,0
WAS @ IND 2017-02-12,12 Feb 2017,Washington Wizards - Indiana Pacers,112:107,1.42,3.0,11.0,0,0,2017-02-12,IND,WAS,112,107,1
BKN @ MIA 2017-02-11,11 Feb 2017,Brooklyn Nets - Miami Heat,99:108,2.92,1.44,11.0,0,0,2017-02-11,MIA,BKN,99,108,0
DET @ SAS 2017-02-11,11 Feb 2017,Detroit Pistons - San Antonio Spurs,92:103,2.67,1.51,11.0,0,0,2017-02-11,SAS,DET,92,103,0
NYK @ DEN 2017-02-11,11 Feb 2017,New York Knicks - Denver Nuggets,123:131,1.78,2.1,11.0,0,0,2017-02-11,DEN,NYK,123,131,0
POR @ BOS 2017-02-11,11 Feb 2017,Portland Trail Blazers - Boston Celtics,111:120,1.64,2.34,11.0,0,0,2017-02-11,BOS,POR,111,120,0
DAL @ UTA 2017-02-11,11 Feb 2017,Dallas Mavericks - Utah Jazz,112:105 OT,2.15,1.75,11.0,0,0,2017-02-11,UTA,DAL,112,105,1
OKC @ CLE 2017-02-11,11 Feb 2017,Oklahoma City Thunder - Cleveland Cavaliers,118:109,1.16,5.84,11.0,0,0,2017-02-11,CLE,OKC,118,109,1
CHA @ HOU 2017-02-10,10 Feb 2017,Charlotte Hornets - Houston Rockets,95:107,2.20,1.72,11.0,0,0,2017-02-10,HOU,CHA,95,107,0
ORL @ PHI 2017-02-10,10 Feb 2017,Orlando Magic - Philadelphia 76ers,111:112,1.39,3.16,11.0,0,0,2017-02-10,PHI,ORL,111,112,0
GSW @ CHI 2017-02-10,10 Feb 2017,Golden State Warriors - Chicago Bulls,123:92,1.02,17.58,11.0,0,0,2017-02-10,CHI,GSW,123,92,1
SAC @ BOS 2017-02-10,10 Feb 2017,Sacramento Kings - Boston Celtics,108:92,4.32,1.24,11.0,0,0,2017-02-10,BOS,SAC,108,92,1
MEM @ PHX 2017-02-10,10 Feb 2017,Memphis Grizzlies - Phoenix Suns,110:91,1.29,3.83,11.0,0,0,2017-02-10,PHX,MEM,110,91,1
MIL @ MIA 2017-02-10,10 Feb 2017,Milwaukee Bucks - Miami Heat,88:106,1.57,2.52,11.0,0,0,2017-02-10,MIA,MIL,88,106,0
MIN @ TOR 2017-02-10,10 Feb 2017,Minnesota Timberwolves - Toronto Raptors,112:109,2.37,1.63,11.0,0,0,2017-02-10,TOR,MIN,112,109,1
NOP @ UTA 2017-02-10,10 Feb 2017,New Orleans Pelicans - Utah Jazz,94:127,2.45,1.6,11.0,0,0,2017-02-10,UTA,NOP,94,127,0
NYK @ LAC 2017-02-10,10 Feb 2017,New York Knicks - Los Angeles Clippers,115:119,1.97,1.88,11.0,0,0,2017-02-10,LAC,NYK,115,119,0
ATL @ DEN 2017-02-09,09 Feb 2017,Atlanta Hawks - Denver Nuggets,117:106,1.59,2.46,11.0,0,0,2017-02-09,DEN,ATL,117,106,1
BKN @ WAS 2017-02-09,09 Feb 2017,Brooklyn Nets - Washington Wizards,110:114 OT,5.21,1.18,11.0,0,0,2017-02-09,WAS,BKN,110,114,0
DET @ LAL 2017-02-09,09 Feb 2017,Detroit Pistons - Los Angeles Lakers,121:102,1.35,3.36,11.0,0,0,2017-02-09,LAL,DET,121,102,1
IND @ CLE 2017-02-09,09 Feb 2017,Indiana Pacers - Cleveland Cavaliers,117:132,2.40,1.62,11.0,0,0,2017-02-09,CLE,IND,117,132,0
PHI @ SAS 2017-02-09,09 Feb 2017,Philadelphia 76ers - San Antonio Spurs,103:111,6.87,1.12,11.0,0,0,2017-02-09,SAS,PHI,103,111,0
DAL @ POR 2017-02-09,09 Feb 2017,Dallas Mavericks - Portland Trail Blazers,113:114,2.19,1.72,11.0,0,0,2017-02-09,POR,DAL,113,114,0
HOU @ ORL 2017-02-09,09 Feb 2017,Houston Rockets - Orlando Magic,128:104,1.12,6.86,11.0,0,0,2017-02-09,ORL,HOU,128,104,1
CHA @ BKN 2017-02-08,08 Feb 2017,Charlotte Hornets - Brooklyn Nets,111:107,1.18,5.29,11.0,0,0,2017-02-08,BKN,CHA,111,107,1
SAC @ CHI 2017-02-08,08 Feb 2017,Sacramento Kings - Chicago Bulls,107:112,1.58,2.49,11.0,0,0,2017-02-08,CHI,SAC,107,112,0
MEM @ SAS 2017-02-08,08 Feb 2017,Memphis Grizzlies - San Antonio Spurs,89:74,1.93,1.93,11.0,0,0,2017-02-08,SAS,MEM,89,74,1
DEN @ DAL 2017-02-08,08 Feb 2017,Denver Nuggets - Dallas Mavericks,110:87,1.67,2.29,11.0,0,0,2017-02-08,DAL,DEN,110,87,1
MIN @ MIA 2017-02-08,08 Feb 2017,Minnesota Timberwolves - Miami Heat,113:115,1.87,1.98,11.0,0,0,2017-02-08,MIA,MIN,113,115,0
NOP @ PHX 2017-02-08,08 Feb 2017,New Orleans Pelicans - Phoenix Suns,111:106,1.42,2.97,11.0,0,0,2017-02-08,PHX,NOP,111,106,1
ATL @ UTA 2017-02-07,07 Feb 2017,Atlanta Hawks - Utah Jazz,95:120,1.89,1.97,11.0,0,0,2017-02-07,UTA,ATL,95,120,0
DET @ PHI 2017-02-07,07 Feb 2017,Detroit Pistons - Philadelphia 76ers,113:96,1.23,4.48,11.0,0,0,2017-02-07,PHI,DET,113,96,1
TOR @ LAC 2017-02-07,07 Feb 2017,Toronto Raptors - Los Angeles Clippers,118:109,1.38,3.22,11.0,0,0,2017-02-07,LAC,TOR,118,109,1
IND @ OKC 2017-02-07,07 Feb 2017,Indiana Pacers - Oklahoma City Thunder,93:90,1.51,2.66,11.0,0,0,2017-02-07,OKC,IND,93,90,1
NYK @ LAL 2017-02-07,07 Feb 2017,New York Knicks - Los Angeles Lakers,107:121,1.48,2.77,11.0,0,0,2017-02-07,LAL,NYK,107,121,0
WAS @ CLE 2017-02-07,07 Feb 2017,Washington Wizards - Cleveland Cavaliers,135:140 OT,2.01,1.86,11.0,0,0,2017-02-07,CLE,WAS,135,140,0
OKC @ POR 2017-02-05,05 Feb 2017,Oklahoma City Thunder - Portland Trail Blazers,105:99,1.50,2.71,11.0,0,0,2017-02-05,POR,OKC,105,99,1
BOS @ LAC 2017-02-05,05 Feb 2017,Boston Celtics - Los Angeles Clippers,107:102,1.45,2.88,11.0,0,0,2017-02-05,LAC,BOS,107,102,1
BKN @ TOR 2017-02-05,05 Feb 2017,Brooklyn Nets - Toronto Raptors,95:103,3.41,1.35,10.0,0,0,2017-02-05,TOR,BKN,95,103,0
SAC @ GSW 2017-02-05,05 Feb 2017,Sacramento Kings - Golden State Warriors,109:106 OT,11.94,1.05,11.0,0,0,2017-02-05,GSW,SAC,109,106,1
PHX @ MIL 2017-02-05,05 Feb 2017,Phoenix Suns - Milwaukee Bucks,112:137,2.02,1.84,11.0,0,0,2017-02-05,MIL,PHX,112,137,0
SAS @ DEN 2017-02-05,05 Feb 2017,San Antonio Spurs - Denver Nuggets,121:97,1.08,8.74,11.0,0,0,2017-02-05,DEN,SAS,121,97,1
MIN @ MEM 2017-02-05,05 Feb 2017,Minnesota Timberwolves - Memphis Grizzlies,99:107,1.56,2.54,11.0,0,0,2017-02-05,MEM,MIN,99,107,0
UTA @ CHA 2017-02-05,05 Feb 2017,Utah Jazz - Charlotte Hornets,105:98,1.28,3.88,11.0,0,0,2017-02-05,CHA,UTA,105,98,1
NYK @ CLE 2017-02-05,05 Feb 2017,New York Knicks - Cleveland Cavaliers,104:111,2.59,1.54,11.0,0,0,2017-02-05,CLE,NYK,104,111,0
MIA @ PHI 2017-02-05,05 Feb 2017,Miami Heat - Philadelphia 76ers,125:102,1.20,4.89,11.0,0,0,2017-02-05,PHI,MIA,125,102,1
ATL @ ORL 2017-02-05,05 Feb 2017,Atlanta Hawks - Orlando Magic,113:86,1.31,3.65,11.0,0,0,2017-02-05,ORL,ATL,113,86,1
IND @ DET 2017-02-05,05 Feb 2017,Indiana Pacers - Detroit Pistons,105:84,1.67,2.28,11.0,0,0,2017-02-05,DET,IND,105,84,1
WAS @ NOP 2017-02-05,05 Feb 2017,Washington Wizards - New Orleans Pelicans,105:91,1.35,3.36,11.0,0,0,2017-02-05,NOP,WAS,105,91,1
POR @ DAL 2017-02-05,05 Feb 2017,Portland Trail Blazers - Dallas Mavericks,104:108,1.39,3.16,11.0,0,0,2017-02-05,DAL,POR,104,108,0
SAC @ PHX 2017-02-05,05 Feb 2017,Sacramento Kings - Phoenix Suns,103:105,1.55,2.57,11.0,0,0,2017-02-05,PHX,SAC,103,105,0
DEN @ MIL 2017-02-05,05 Feb 2017,Denver Nuggets - Milwaukee Bucks,121:117,1.64,2.35,11.0,0,0,2017-02-05,MIL,DEN,121,117,1
BOS @ LAL 2017-02-05,05 Feb 2017,Boston Celtics - Los Angeles Lakers,113:107,1.14,6.21,11.0,0,0,2017-02-05,LAL,BOS,113,107,1
HOU @ CHI 2017-02-05,05 Feb 2017,Houston Rockets - Chicago Bulls,121:117 OT,1.18,5.19,11.0,0,0,2017-02-05,CHI,HOU,121,117,1
OKC @ MEM 2017-02-05,05 Feb 2017,Oklahoma City Thunder - Memphis Grizzlies,114:102,1.97,1.88,11.0,0,0,2017-02-05,MEM,OKC,114,102,1
BKN @ IND 2017-02-04,04 Feb 2017,Brooklyn Nets - Indiana Pacers,97:106,3.28,1.37,11.0,0,0,2017-02-04,IND,BKN,97,106,0
DET @ MIN 2017-02-04,04 Feb 2017,Detroit Pistons - Minnesota Timberwolves,116:108,1.54,2.59,11.0,0,0,2017-02-04,MIN,DET,116,108,1
ORL @ TOR 2017-02-04,04 Feb 2017,Orlando Magic - Toronto Raptors,102:94,2.78,1.47,11.0,0,0,2017-02-04,TOR,ORL,102,94,1
LAC @ GSW 2017-02-04,04 Feb 2017,Los Angeles Clippers - Golden State Warriors,120:133,3.78,1.29,11.0,0,0,2017-02-04,GSW,LAC,120,133,0
SAS @ PHI 2017-02-04,04 Feb 2017,San Antonio Spurs - Philadelphia 76ers,102:86,1.03,15.82,11.0,0,0,2017-02-04,PHI,SAS,102,86,1
HOU @ ATL 2017-02-04,04 Feb 2017,Houston Rockets - Atlanta Hawks,108:113,1.19,5.11,11.0,0,0,2017-02-04,ATL,HOU,108,113,0
WAS @ LAL 2017-02-03,03 Feb 2017,Washington Wizards - Los Angeles Lakers,116:108,1.15,5.68,11.0,0,0,2017-02-03,LAL,WAS,116,108,1
GSW @ CHA 2017-02-03,03 Feb 2017,Golden State Warriors - Charlotte Hornets,126:111,1.05,12.79,11.0,0,0,2017-02-03,CHA,GSW,126,111,1
OKC @ CHI 2017-02-03,03 Feb 2017,Oklahoma City Thunder - Chicago Bulls,100:128,1.68,2.26,11.0,0,0,2017-02-03,CHI,OKC,100,128,0
DEN @ MEM 2017-02-03,03 Feb 2017,Denver Nuggets - Memphis Grizzlies,99:119,2.54,1.56,11.0,0,0,2017-02-03,MEM,DEN,99,119,0
PHX @ LAC 2017-02-03,03 Feb 2017,Phoenix Suns - Los Angeles Clippers,114:124,2.24,1.69,11.0,0,0,2017-02-03,LAC,PHX,114,124,0
UTA @ MIL 2017-02-03,03 Feb 2017,Utah Jazz - Milwaukee Bucks,104:88,1.28,3.88,11.0,0,0,2017-02-03,MIL,UTA,104,88,1
DAL @ PHI 2017-02-03,03 Feb 2017,Dallas Mavericks - Philadelphia 76ers,113:95,1.30,3.71,11.0,0,0,2017-02-03,PHI,DAL,113,95,1
BOS @ TOR 2017-02-02,02 Feb 2017,Boston Celtics - Toronto Raptors,109:104,1.37,3.27,11.0,0,0,2017-02-02,TOR,BOS,109,104,1
BKN @ NYK 2017-02-02,02 Feb 2017,Brooklyn Nets - New York Knicks,90:95,2.23,1.7,11.0,0,0,2017-02-02,NYK,BKN,90,95,0
DET @ NOP 2017-02-02,02 Feb 2017,Detroit Pistons - New Orleans Pelicans,118:98,1.32,3.61,11.0,0,0,2017-02-02,NOP,DET,118,98,1
MIA @ ATL 2017-02-02,02 Feb 2017,Miami Heat - Atlanta Hawks,116:93,1.82,2.05,11.0,0,0,2017-02-02,ATL,MIA,116,93,1
CLE @ MIN 2017-02-02,02 Feb 2017,Cleveland Cavaliers - Minnesota Timberwolves,125:97,1.34,3.42,11.0,0,0,2017-02-02,MIN,CLE,125,97,1
ORL @ IND 2017-02-02,02 Feb 2017,Orlando Magic - Indiana Pacers,88:98,2.23,1.7,11.0,0,0,2017-02-02,IND,ORL,88,98,0
LAL @ DEN 2017-02-02,02 Feb 2017,Los Angeles Lakers - Denver Nuggets,120:116,1.96,1.89,11.0,0,0,2017-02-02,DEN,LAL,120,116,1
POR @ CHA 2017-02-02,02 Feb 2017,Portland Trail Blazers - Charlotte Hornets,115:98,1.60,2.43,11.0,0,0,2017-02-02,CHA,POR,115,98,1
SAS @ OKC 2017-02-02,02 Feb 2017,San Antonio Spurs - Oklahoma City Thunder,108:94,1.20,4.81,11.0,0,0,2017-02-02,OKC,SAS,108,94,1
HOU @ SAC 2017-02-02,02 Feb 2017,Houston Rockets - Sacramento Kings,105:83,1.11,7.36,11.0,0,0,2017-02-02,SAC,HOU,105,83,1
TOR @ NOP 2017-02-01,01 Feb 2017,Toronto Raptors - New Orleans Pelicans,108:106 OT,1.31,3.65,11.0,0,0,2017-02-01,NOP,TOR,108,106,1
WAS @ NYK 2017-02-01,01 Feb 2017,Washington Wizards - New York Knicks,117:101,1.27,4.0,11.0,0,0,2017-02-01,NYK,WAS,117,101,1
PHX @ MEM 2017-02-01,01 Feb 2017,Phoenix Suns - Memphis Grizzlies,96:115,2.43,1.61,11.0,0,0,2017-02-01,MEM,PHX,96,115,0
