match,date_ref,game_full_names,result,odds_away,odds_home,B's,fl_playoff,fl_pre_season,date,team_home,team_away,PTS_home,PTS_away,fl_home_win
BOS @ WAS 2017-03-21,21 Mar 2017,Boston Celtics - Washington Wizards,110:102,1.59,2.48,12.0,0,0,2017-03-21,WAS,BOS,110,102,1
CHA @ ATL 2017-03-21,21 Mar 2017,Charlotte Hornets - Atlanta Hawks,105:90,1.42,3.0,12.0,0,0,2017-03-21,ATL,CHA,105,90,1
IND @ UTA 2017-03-21,21 Mar 2017,Indiana Pacers - Utah Jazz,107:100,2.10,1.78,12.0,0,0,2017-03-21,UTA,IND,107,100,1
ORL @ PHI 2017-03-21,21 Mar 2017,Orlando Magic - Philadelphia 76ers,112:109 OT,1.41,3.04,12.0,0,0,2017-03-21,PHI,ORL,112,109,1
LAL @ CLE 2017-03-21,21 Mar 2017,Los Angeles Lakers - Cleveland Cavaliers,120:125,7.10,1.12,11.0,0,0,2017-03-21,CLE,LAL,120,125,0
SAS @ SAC 2017-03-19,19 Mar 2017,San Antonio Spurs - Sacramento Kings,118:102,1.06,10.83,11.0,0,0,2017-03-19,SAC,SAS,118,102,1
MIA @ POR 2017-03-19,19 Mar 2017,Miami Heat - Portland Trail Blazers,104:115,1.42,3.0,12.0,0,0,2017-03-19,POR,MIA,104,115,0
NOP @ MIN 2017-03-19,19 Mar 2017,New Orleans Pelicans - Minnesota Timberwolves,123:109,1.61,2.42,12.0,0,0,2017-03-19,MIN,NOP,123,109,1
TOR @ IND 2017-03-19,19 Mar 2017,Toronto Raptors - Indiana Pacers,116:91,1.68,2.27,12.0,0,0,2017-03-19,IND,TOR,116,91,1
DET @ PHX 2017-03-19,19 Mar 2017,Detroit Pistons - Phoenix Suns,112:95,1.11,7.58,12.0,0,0,2017-03-19,PHX,DET,112,95,1
PHI @ BOS 2017-03-19,19 Mar 2017,Philadelphia 76ers - Boston Celtics,105:99,2.73,1.49,12.0,0,0,2017-03-19,BOS,PHI,105,99,1
BKN @ DAL 2017-03-19,19 Mar 2017,Brooklyn Nets - Dallas Mavericks,104:111,2.71,1.5,12.0,0,0,2017-03-19,DAL,BKN,104,111,0
GSW @ MIL 2017-03-19,19 Mar 2017,Golden State Warriors - Milwaukee Bucks,117:92,1.14,6.07,12.0,0,0,2017-03-19,MIL,GSW,117,92,1
DEN @ HOU 2017-03-19,19 Mar 2017,Denver Nuggets - Houston Rockets,105:109,2.12,1.77,12.0,0,0,2017-03-19,HOU,DEN,105,109,0
CHI @ UTA 2017-03-19,19 Mar 2017,Chicago Bulls - Utah Jazz,95:86,3.12,1.4,12.0,0,0,2017-03-19,UTA,CHI,95,86,1
MEM @ SAS 2017-03-19,19 Mar 2017,Memphis Grizzlies - San Antonio Spurs,104:96,2.46,1.59,12.0,0,0,2017-03-19,SAS,MEM,104,96,1
LAC @ CLE 2017-03-19,19 Mar 2017,Los Angeles Clippers - Cleveland Cavaliers,108:78,1.35,2.45,12.0,0,0,2017-03-19,CLE,LAC,108,78,1
CHA @ WAS 2017-03-19,19 Mar 2017,Charlotte Hornets - Washington Wizards,98:93,1.59,2.47,12.0,0,0,2017-03-19,WAS,CHA,98,93,1
ATL @ POR 2017-03-19,19 Mar 2017,Atlanta Hawks - Portland Trail Blazers,97:113,1.79,2.09,12.0,0,0,2017-03-19,POR,ATL,97,113,0
OKC @ SAC 2017-03-19,19 Mar 2017,Oklahoma City Thunder - Sacramento Kings,110:94,1.09,8.47,12.0,0,0,2017-03-19,SAC,OKC,110,94,1
LAL @ MIL 2017-03-19,19 Mar 2017,Los Angeles Lakers - Milwaukee Bucks,103:107,3.83,1.29,12.0,0,0,2017-03-19,MIL,LAL,103,107,0
PHX @ ORL 2017-03-19,19 Mar 2017,Phoenix Suns - Orlando Magic,103:109,1.76,2.14,12.0,0,0,2017-03-19,ORL,PHX,103,109,0
MIA @ MIN 2017-03-18,18 Mar 2017,Miami Heat - Minnesota Timberwolves,123:105,1.54,2.58,12.0,0,0,2017-03-18,MIN,MIA,123,105,1
NOP @ HOU 2017-03-18,18 Mar 2017,New Orleans Pelicans - Houston Rockets,128:112,3.21,1.38,12.0,0,0,2017-03-18,HOU,NOP,128,112,1
BKN @ BOS 2017-03-18,18 Mar 2017,Brooklyn Nets - Boston Celtics,95:98,4.25,1.25,12.0,0,0,2017-03-18,BOS,BKN,95,98,0
DET @ TOR 2017-03-18,18 Mar 2017,Detroit Pistons - Toronto Raptors,75:87,1.62,2.41,12.0,0,0,2017-03-18,TOR,DET,75,87,0
PHI @ DAL 2017-03-18,18 Mar 2017,Philadelphia 76ers - Dallas Mavericks,116:74,2.93,1.44,12.0,0,0,2017-03-18,DAL,PHI,116,74,1
WAS @ CHI 2017-03-18,18 Mar 2017,Washington Wizards - Chicago Bulls,112:107,1.31,3.63,12.0,0,0,2017-03-18,CHI,WAS,112,107,1
GSW @ ORL 2017-03-18,18 Mar 2017,Golden State Warriors - Orlando Magic,122:92,1.07,9.77,12.0,0,0,2017-03-18,ORL,GSW,122,92,1
DEN @ LAC 2017-03-18,18 Mar 2017,Denver Nuggets - Los Angeles Clippers,129:114,1.46,2.85,12.0,0,0,2017-03-18,LAC,DEN,129,114,1
ATL @ MEM 2017-03-16,16 Mar 2017,Atlanta Hawks - Memphis Grizzlies,91:103,1.57,2.53,12.0,0,0,2017-03-16,MEM,ATL,91,103,0
NYK @ BKN 2017-03-16,16 Mar 2017,New York Knicks - Brooklyn Nets,110:121,1.47,2.79,12.0,0,0,2017-03-16,BKN,NYK,110,121,0
CLE @ UTA 2017-03-16,16 Mar 2017,Cleveland Cavaliers - Utah Jazz,91:83,1.27,4.02,12.0,0,0,2017-03-16,UTA,CLE,91,83,1
TOR @ OKC 2017-03-16,16 Mar 2017,Toronto Raptors - Oklahoma City Thunder,102:123,1.72,2.2,12.0,0,0,2017-03-16,OKC,TOR,102,123,0
LAC @ MIL 2017-03-16,16 Mar 2017,Los Angeles Clippers - Milwaukee Bucks,96:97,1.30,3.71,12.0,0,0,2017-03-16,MIL,LAC,96,97,0
PHX @ SAC 2017-03-16,16 Mar 2017,Phoenix Suns - Sacramento Kings,101:107,1.40,3.09,12.0,0,0,2017-03-16,SAC,PHX,101,107,0
HOU @ LAL 2017-03-16,16 Mar 2017,Houston Rockets - Los Angeles Lakers,139:100,1.03,17.46,12.0,0,0,2017-03-16,LAL,HOU,139,100,1
CHI @ MEM 2017-03-16,16 Mar 2017,Chicago Bulls - Memphis Grizzlies,91:98,2.15,1.75,12.0,0,0,2017-03-16,MEM,CHI,91,98,0
SAS @ POR 2017-03-16,16 Mar 2017,San Antonio Spurs - Portland Trail Blazers,106:110,1.14,6.27,12.0,0,0,2017-03-16,POR,SAS,106,110,0
BOS @ MIN 2017-03-16,16 Mar 2017,Boston Celtics - Minnesota Timberwolves,117:104,1.41,3.02,12.0,0,0,2017-03-16,MIN,BOS,117,104,1
DET @ UTA 2017-03-16,16 Mar 2017,Detroit Pistons - Utah Jazz,83:97,2.23,1.7,12.0,0,0,2017-03-16,UTA,DET,83,97,0
MIA @ NOP 2017-03-16,16 Mar 2017,Miami Heat - New Orleans Pelicans,120:112,1.39,3.13,12.0,0,0,2017-03-16,NOP,MIA,120,112,1
IND @ CHA 2017-03-16,16 Mar 2017,Indiana Pacers - Charlotte Hornets,98:77,1.68,2.27,12.0,0,0,2017-03-16,CHA,IND,98,77,1
WAS @ DAL 2017-03-16,16 Mar 2017,Washington Wizards - Dallas Mavericks,107:112,1.30,3.72,12.0,0,0,2017-03-16,DAL,WAS,107,112,0
GSW @ PHI 2017-03-16,16 Mar 2017,Golden State Warriors - Philadelphia 76ers,106:104,1.03,17.16,12.0,0,0,2017-03-16,PHI,GSW,106,104,1
NOP @ POR 2017-03-15,15 Mar 2017,New Orleans Pelicans - Portland Trail Blazers,100:77,1.60,2.43,12.0,0,0,2017-03-15,POR,NOP,100,77,1
BKN @ OKC 2017-03-15,15 Mar 2017,Brooklyn Nets - Oklahoma City Thunder,104:122,3.18,1.38,12.0,0,0,2017-03-15,OKC,BKN,104,122,0
NYK @ IND 2017-03-15,15 Mar 2017,New York Knicks - Indiana Pacers,87:81,2.36,1.64,12.0,0,0,2017-03-15,IND,NYK,87,81,1
CLE @ DET 2017-03-15,15 Mar 2017,Cleveland Cavaliers - Detroit Pistons,128:96,1.30,3.71,12.0,0,0,2017-03-15,DET,CLE,128,96,1
DEN @ LAL 2017-03-15,15 Mar 2017,Denver Nuggets - Los Angeles Lakers,129:101,1.09,8.49,12.0,0,0,2017-03-15,LAL,DEN,129,101,1
SAC @ ORL 2017-03-15,15 Mar 2017,Sacramento Kings - Orlando Magic,120:115,2.08,1.79,12.0,0,0,2017-03-15,ORL,SAC,120,115,1
UTA @ LAC 2017-03-15,15 Mar 2017,Utah Jazz - Los Angeles Clippers,114:108,1.83,2.04,12.0,0,0,2017-03-15,LAC,UTA,114,108,1
MEM @ MIL 2017-03-14,14 Mar 2017,Memphis Grizzlies - Milwaukee Bucks,113:93,1.59,2.47,12.0,0,0,2017-03-14,MIL,MEM,113,93,1
MIN @ WAS 2017-03-14,14 Mar 2017,Minnesota Timberwolves - Washington Wizards,119:104,1.77,2.11,12.0,0,0,2017-03-14,WAS,MIN,119,104,1
SAS @ ATL 2017-03-14,14 Mar 2017,San Antonio Spurs - Atlanta Hawks,107:99,1.34,3.44,12.0,0,0,2017-03-14,ATL,SAS,107,99,1
TOR @ DAL 2017-03-14,14 Mar 2017,Toronto Raptors - Dallas Mavericks,100:78,1.51,2.68,12.0,0,0,2017-03-14,DAL,TOR,100,78,1
CHA @ CHI 2017-03-14,14 Mar 2017,Charlotte Hornets - Chicago Bulls,109:115,1.32,3.54,12.0,0,0,2017-03-14,CHI,CHA,109,115,0
LAL @ PHI 2017-03-14,14 Mar 2017,Los Angeles Lakers - Philadelphia 76ers,116:118,1.52,2.66,12.0,0,0,2017-03-14,PHI,LAL,116,118,0
HOU @ CLE 2017-03-14,14 Mar 2017,Houston Rockets - Cleveland Cavaliers,117:112,1.34,3.41,12.0,0,0,2017-03-14,CLE,HOU,117,112,1
PHX @ POR 2017-03-14,14 Mar 2017,Phoenix Suns - Portland Trail Blazers,101:110,2.15,1.75,12.0,0,0,2017-03-14,POR,PHX,101,110,0
BKN @ NYK 2017-03-12,12 Mar 2017,Brooklyn Nets - New York Knicks,120:112,1.88,1.96,12.0,0,0,2017-03-12,NYK,BKN,120,112,1
IND @ MIA 2017-03-12,12 Mar 2017,Indiana Pacers - Miami Heat,102:98,1.41,3.04,12.0,0,0,2017-03-12,MIA,IND,102,98,1
BOS @ CHI 2017-03-12,12 Mar 2017,Boston Celtics - Chicago Bulls,100:80,1.30,3.7,12.0,0,0,2017-03-12,CHI,BOS,100,80,1
SAC @ DEN 2017-03-12,12 Mar 2017,Sacramento Kings - Denver Nuggets,92:105,2.77,1.48,12.0,0,0,2017-03-12,DEN,SAC,92,105,0
POR @ WAS 2017-03-12,12 Mar 2017,Portland Trail Blazers - Washington Wizards,124:125 OT,1.54,2.6,12.0,0,0,2017-03-12,WAS,POR,124,125,0
DAL @ PHX 2017-03-12,12 Mar 2017,Dallas Mavericks - Phoenix Suns,98:100,1.44,2.94,12.0,0,0,2017-03-12,PHX,DAL,98,100,0
MEM @ ATL 2017-03-12,12 Mar 2017,Memphis Grizzlies - Atlanta Hawks,90:107,1.38,3.23,12.0,0,0,2017-03-12,ATL,MEM,90,107,0
SAS @ GSW 2017-03-12,12 Mar 2017,San Antonio Spurs - Golden State Warriors,107:85,1.16,5.8,12.0,0,0,2017-03-12,GSW,SAS,107,85,1
MIA @ TOR 2017-03-12,12 Mar 2017,Miami Heat - Toronto Raptors,104:89,1.41,3.03,12.0,0,0,2017-03-12,TOR,MIA,104,89,1
MIL @ MIN 2017-03-12,12 Mar 2017,Milwaukee Bucks - Minnesota Timberwolves,102:95,1.66,2.3,12.0,0,0,2017-03-12,MIN,MIL,102,95,1
CHA @ NOP 2017-03-12,12 Mar 2017,Charlotte Hornets - New Orleans Pelicans,122:125 OT,1.61,2.43,12.0,0,0,2017-03-12,NOP,CHA,122,125,0
ORL @ CLE 2017-03-12,12 Mar 2017,Orlando Magic - Cleveland Cavaliers,104:116,4.46,1.23,12.0,0,0,2017-03-12,CLE,ORL,104,116,0
DET @ NYK 2017-03-12,12 Mar 2017,Detroit Pistons - New York Knicks,112:92,1.38,3.18,12.0,0,0,2017-03-12,NYK,DET,112,92,1
LAC @ PHI 2017-03-12,12 Mar 2017,Los Angeles Clippers - Philadelphia 76ers,112:100,1.06,11.32,12.0,0,0,2017-03-12,PHI,LAC,112,100,1
OKC @ UTA 2017-03-12,12 Mar 2017,Oklahoma City Thunder - Utah Jazz,112:104,1.52,2.66,12.0,0,0,2017-03-12,UTA,OKC,112,104,1
SAC @ WAS 2017-03-12,12 Mar 2017,Sacramento Kings - Washington Wizards,122:130 OT,4.12,1.26,12.0,0,0,2017-03-12,WAS,SAC,122,130,0
DAL @ BKN 2017-03-12,12 Mar 2017,Dallas Mavericks - Brooklyn Nets,105:96,1.17,5.4,12.0,0,0,2017-03-12,BKN,DAL,105,96,1
DEN @ BOS 2017-03-12,12 Mar 2017,Denver Nuggets - Boston Celtics,119:99,2.17,1.74,12.0,0,0,2017-03-12,BOS,DEN,119,99,1
ATL @ TOR 2017-03-12,12 Mar 2017,Atlanta Hawks - Toronto Raptors,105:99,1.65,2.32,12.0,0,0,2017-03-12,TOR,ATL,105,99,1
CHI @ HOU 2017-03-12,12 Mar 2017,Chicago Bulls - Houston Rockets,94:115,3.11,1.4,12.0,0,0,2017-03-12,HOU,CHI,94,115,0
MIL @ IND 2017-03-12,12 Mar 2017,Milwaukee Bucks - Indiana Pacers,99:85,1.83,2.04,12.0,0,0,2017-03-12,IND,MIL,99,85,1
MIN @ GSW 2017-03-12,12 Mar 2017,Minnesota Timberwolves - Golden State Warriors,103:102,2.88,1.44,12.0,0,0,2017-03-12,GSW,MIN,103,102,1
CHA @ ORL 2017-03-11,11 Mar 2017,Charlotte Hornets - Orlando Magic,121:81,1.22,4.6,12.0,0,0,2017-03-11,ORL,CHA,121,81,1
PHX @ LAL 2017-03-11,11 Mar 2017,Phoenix Suns - Los Angeles Lakers,110:122,1.38,3.2,12.0,0,0,2017-03-11,LAL,PHX,110,122,0
POR @ PHI 2017-03-11,11 Mar 2017,Portland Trail Blazers - Philadelphia 76ers,114:108 OT,1.19,4.97,12.0,0,0,2017-03-11,PHI,POR,114,108,1
MEM @ LAC 2017-03-11,11 Mar 2017,Memphis Grizzlies - Los Angeles Clippers,98:114,1.73,2.18,12.0,0,0,2017-03-11,LAC,MEM,98,114,0
OKC @ SAS 2017-03-11,11 Mar 2017,Oklahoma City Thunder - San Antonio Spurs,102:92,2.25,1.69,12.0,0,0,2017-03-11,SAS,OKC,102,92,1
DET @ CLE 2017-03-10,10 Mar 2017,Detroit Pistons - Cleveland Cavaliers,106:101,2.63,1.52,12.0,0,0,2017-03-10,CLE,DET,106,101,1
GSW @ BOS 2017-03-10,10 Mar 2017,Golden State Warriors - Boston Celtics,86:99,1.27,3.97,12.0,0,0,2017-03-10,BOS,GSW,86,99,0
DEN @ WAS 2017-03-10,10 Mar 2017,Denver Nuggets - Washington Wizards,113:123,2.10,1.79,12.0,0,0,2017-03-10,WAS,DEN,113,123,0
SAS @ SAC 2017-03-10,10 Mar 2017,San Antonio Spurs - Sacramento Kings,114:104,1.13,6.61,12.0,0,0,2017-03-10,SAC,SAS,114,104,1
HOU @ UTA 2017-03-10,10 Mar 2017,Houston Rockets - Utah Jazz,108:115,1.24,4.24,12.0,0,0,2017-03-10,UTA,HOU,108,115,0
IND @ DET 2017-03-10,10 Mar 2017,Indiana Pacers - Detroit Pistons,115:98,1.58,2.49,12.0,0,0,2017-03-10,DET,IND,115,98,1
MIL @ NYK 2017-03-10,10 Mar 2017,Milwaukee Bucks - New York Knicks,104:93,1.37,3.26,12.0,0,0,2017-03-10,NYK,MIL,104,93,1
MIN @ LAC 2017-03-10,10 Mar 2017,Minnesota Timberwolves - Los Angeles Clippers,107:91,2.43,1.6,12.0,0,0,2017-03-10,LAC,MIN,107,91,1
NOP @ TOR 2017-03-10,10 Mar 2017,New Orleans Pelicans - Toronto Raptors,87:94,1.66,2.32,12.0,0,0,2017-03-10,TOR,NOP,87,94,0
ATL @ BKN 2017-03-09,09 Mar 2017,Atlanta Hawks - Brooklyn Nets,110:105,1.18,5.2,12.0,0,0,2017-03-09,BKN,ATL,110,105,1
MIA @ CHA 2017-03-09,09 Mar 2017,Miami Heat - Charlotte Hornets,108:101,1.57,2.5,12.0,0,0,2017-03-09,CHA,MIA,108,101,1
ORL @ CHI 2017-03-09,09 Mar 2017,Orlando Magic - Chicago Bulls,98:91,1.94,1.91,12.0,0,0,2017-03-09,CHI,ORL,98,91,1
PHX @ WAS 2017-03-09,09 Mar 2017,Phoenix Suns - Washington Wizards,127:131,2.89,1.44,12.0,0,0,2017-03-09,WAS,PHX,127,131,0
DAL @ LAL 2017-03-09,09 Mar 2017,Dallas Mavericks - Los Angeles Lakers,122:111,1.22,4.6,12.0,0,0,2017-03-09,LAL,DAL,122,111,1
OKC @ POR 2017-03-09,09 Mar 2017,Oklahoma City Thunder - Portland Trail Blazers,121:126,1.33,3.49,12.0,0,0,2017-03-09,POR,OKC,121,126,0
LAC @ BOS 2017-03-07,07 Mar 2017,Los Angeles Clippers - Boston Celtics,116:102,1.32,3.57,12.0,0,0,2017-03-07,BOS,LAC,116,102,1
DEN @ SAC 2017-03-07,07 Mar 2017,Denver Nuggets - Sacramento Kings,108:96,1.15,6.14,12.0,0,0,2017-03-07,SAC,DEN,108,96,1
UTA @ NOP 2017-03-07,07 Mar 2017,Utah Jazz - New Orleans Pelicans,88:83,1.49,2.75,12.0,0,0,2017-03-07,NOP,UTA,88,83,1
SAS @ HOU 2017-03-07,07 Mar 2017,San Antonio Spurs - Houston Rockets,112:110,1.60,2.43,12.0,0,0,2017-03-07,HOU,SAS,112,110,1
CHA @ IND 2017-03-07,07 Mar 2017,Charlotte Hornets - Indiana Pacers,100:88,1.56,2.56,12.0,0,0,2017-03-07,IND,CHA,100,88,1
MEM @ BKN 2017-03-07,07 Mar 2017,Memphis Grizzlies - Brooklyn Nets,109:122,1.14,6.24,12.0,0,0,2017-03-07,BKN,MEM,109,122,0
ATL @ GSW 2017-03-07,07 Mar 2017,Atlanta Hawks - Golden State Warriors,111:119,2.95,1.43,12.0,0,0,2017-03-07,GSW,ATL,111,119,0
DET @ CHI 2017-03-07,07 Mar 2017,Detroit Pistons - Chicago Bulls,109:95,1.41,3.06,12.0,0,0,2017-03-07,CHI,DET,109,95,1
CLE @ MIA 2017-03-07,07 Mar 2017,Cleveland Cavaliers - Miami Heat,98:106,1.18,5.23,12.0,0,0,2017-03-07,MIA,CLE,98,106,0
ORL @ NYK 2017-03-07,07 Mar 2017,Orlando Magic - New York Knicks,105:113,1.61,2.41,12.0,0,0,2017-03-07,NYK,ORL,105,113,0
PHI @ MIL 2017-03-07,07 Mar 2017,Philadelphia 76ers - Milwaukee Bucks,98:112,2.87,1.45,12.0,0,0,2017-03-07,MIL,PHI,98,112,0
LAL @ NOP 2017-03-07,07 Mar 2017,Los Angeles Lakers - New Orleans Pelicans,97:105,3.08,1.41,12.0,0,0,2017-03-07,NOP,LAL,97,105,0
DAL @ OKC 2017-03-07,07 Mar 2017,Dallas Mavericks - Oklahoma City Thunder,104:89,1.88,1.97,12.0,0,0,2017-03-07,OKC,DAL,104,89,1
SAC @ UTA 2017-03-05,05 Mar 2017,Sacramento Kings - Utah Jazz,109:110 OT,5.20,1.18,12.0,0,0,2017-03-05,UTA,SAC,109,110,0
PHX @ BOS 2017-03-05,05 Mar 2017,Phoenix Suns - Boston Celtics,109:106,2.69,1.51,12.0,0,0,2017-03-05,BOS,PHX,109,106,1
WAS @ ORL 2017-03-05,05 Mar 2017,Washington Wizards - Orlando Magic,115:114,1.11,7.23,12.0,0,0,2017-03-05,ORL,WAS,115,114,1
NYK @ GSW 2017-03-05,05 Mar 2017,New York Knicks - Golden State Warriors,105:112,6.03,1.15,12.0,0,0,2017-03-05,GSW,NYK,105,112,0
ATL @ IND 2017-03-05,05 Mar 2017,Atlanta Hawks - Indiana Pacers,96:97,1.66,2.3,12.0,0,0,2017-03-05,IND,ATL,96,97,0
POR @ BKN 2017-03-05,05 Mar 2017,Portland Trail Blazers - Brooklyn Nets,130:116,1.15,6.08,12.0,0,0,2017-03-05,BKN,POR,130,116,1
DEN @ CHA 2017-03-05,05 Mar 2017,Denver Nuggets - Charlotte Hornets,102:112,1.45,2.89,12.0,0,0,2017-03-05,CHA,DEN,102,112,0
HOU @ MEM 2017-03-05,05 Mar 2017,Houston Rockets - Memphis Grizzlies,123:108,1.24,4.24,12.0,0,0,2017-03-05,MEM,HOU,123,108,1
SAS @ MIN 2017-03-05,05 Mar 2017,San Antonio Spurs - Minnesota Timberwolves,97:90 OT,1.30,3.75,12.0,0,0,2017-03-05,MIN,SAS,97,90,1
CHI @ LAC 2017-03-05,05 Mar 2017,Chicago Bulls - Los Angeles Clippers,91:101,2.31,1.66,12.0,0,0,2017-03-05,LAC,CHI,91,101,0
MIA @ CLE 2017-03-05,05 Mar 2017,Miami Heat - Cleveland Cavaliers,120:92,1.43,2.05,12.0,0,0,2017-03-05,CLE,MIA,120,92,1
MIL @ TOR 2017-03-05,05 Mar 2017,Milwaukee Bucks - Toronto Raptors,101:94,1.89,1.96,12.0,0,0,2017-03-05,TOR,MIL,101,94,1
PHI @ DET 2017-03-04,04 Mar 2017,Philadelphia 76ers - Detroit Pistons,106:136,2.92,1.44,12.0,0,0,2017-03-04,DET,PHI,106,136,0
LAL @ BOS 2017-03-04,04 Mar 2017,Los Angeles Lakers - Boston Celtics,95:115,3.57,1.32,12.0,0,0,2017-03-04,BOS,LAL,95,115,0
NOP @ SAS 2017-03-04,04 Mar 2017,New Orleans Pelicans - San Antonio Spurs,98:101 OT,3.15,1.39,12.0,0,0,2017-03-04,SAS,NOP,98,101,0
PHX @ OKC 2017-03-04,04 Mar 2017,Phoenix Suns - Oklahoma City Thunder,118:111,2.72,1.49,12.0,0,0,2017-03-04,OKC,PHX,118,111,1
UTA @ BKN 2017-03-04,04 Mar 2017,Utah Jazz - Brooklyn Nets,112:97,1.08,9.27,12.0,0,0,2017-03-04,BKN,UTA,112,97,1
DAL @ MEM 2017-03-04,04 Mar 2017,Dallas Mavericks - Memphis Grizzlies,104:100,2.26,1.68,12.0,0,0,2017-03-04,MEM,DAL,104,100,1
MIL @ LAC 2017-03-04,04 Mar 2017,Milwaukee Bucks - Los Angeles Clippers,112:101,2.86,1.45,12.0,0,0,2017-03-04,LAC,MIL,112,101,1
ORL @ MIA 2017-03-04,04 Mar 2017,Orlando Magic - Miami Heat,110:99,2.69,1.51,12.0,0,0,2017-03-04,MIA,ORL,110,99,1
PHI @ NYK 2017-03-04,04 Mar 2017,Philadelphia 76ers - New York Knicks,105:102,2.09,1.79,12.0,0,0,2017-03-04,NYK,PHI,105,102,1
WAS @ TOR 2017-03-04,04 Mar 2017,Washington Wizards - Toronto Raptors,106:114,1.48,2.77,12.0,0,0,2017-03-04,TOR,WAS,106,114,0
ATL @ CLE 2017-03-04,04 Mar 2017,Atlanta Hawks - Cleveland Cavaliers,130:135,2.25,1.69,12.0,0,0,2017-03-04,CLE,ATL,130,135,0
POR @ OKC 2017-03-04,04 Mar 2017,Portland Trail Blazers - Oklahoma City Thunder,114:109,1.95,1.89,12.0,0,0,2017-03-04,OKC,POR,114,109,1
PHX @ CHA 2017-03-04,04 Mar 2017,Phoenix Suns - Charlotte Hornets,120:103,2.42,1.61,12.0,0,0,2017-03-04,CHA,PHX,120,103,1
CHI @ GSW 2017-03-04,04 Mar 2017,Chicago Bulls - Golden State Warriors,94:87,3.69,1.3,12.0,0,0,2017-03-04,GSW,CHI,94,87,1
LAC @ HOU 2017-03-02,02 Mar 2017,Los Angeles Clippers - Houston Rockets,103:122,1.72,2.2,12.0,0,0,2017-03-02,HOU,LAC,103,122,0
SAC @ BKN 2017-03-02,02 Mar 2017,Sacramento Kings - Brooklyn Nets,100:109,1.72,2.2,12.0,0,0,2017-03-02,BKN,SAC,100,109,0
UTA @ MIN 2017-03-02,02 Mar 2017,Utah Jazz - Minnesota Timberwolves,80:107,1.36,3.29,12.0,0,0,2017-03-02,MIN,UTA,80,107,0
SAS @ IND 2017-03-02,02 Mar 2017,San Antonio Spurs - Indiana Pacers,100:99,1.17,5.37,12.0,0,0,2017-03-02,IND,SAS,100,99,1
BOS @ CLE 2017-03-02,02 Mar 2017,Boston Celtics - Cleveland Cavaliers,103:99,1.84,2.03,12.0,0,0,2017-03-02,CLE,BOS,103,99,1
MIL @ DEN 2017-03-02,02 Mar 2017,Milwaukee Bucks - Denver Nuggets,98:110,1.55,2.56,12.0,0,0,2017-03-02,DEN,MIL,98,110,0
NOP @ DET 2017-03-02,02 Mar 2017,New Orleans Pelicans - Detroit Pistons,109:86,1.70,2.23,12.0,0,0,2017-03-02,DET,NOP,109,86,1
ATL @ DAL 2017-03-02,02 Mar 2017,Atlanta Hawks - Dallas Mavericks,100:95,1.40,3.11,12.0,0,0,2017-03-02,DAL,ATL,100,95,1
MIA @ PHI 2017-03-02,02 Mar 2017,Miami Heat - Philadelphia 76ers,125:98,1.19,4.98,12.0,0,0,2017-03-02,PHI,MIA,125,98,1
TOR @ WAS 2017-03-02,02 Mar 2017,Toronto Raptors - Washington Wizards,96:105,1.53,2.61,12.0,0,0,2017-03-02,WAS,TOR,96,105,0
ORL @ NYK 2017-03-02,02 Mar 2017,Orlando Magic - New York Knicks,90:101,1.77,2.12,12.0,0,0,2017-03-02,NYK,ORL,90,101,0
LAL @ CHA 2017-03-02,02 Mar 2017,Los Angeles Lakers - Charlotte Hornets,104:109,2.66,1.52,12.0,0,0,2017-03-02,CHA,LAL,104,109,0
CHI @ DEN 2017-03-02,02 Mar 2017,Chicago Bulls - Denver Nuggets,107:125,1.72,2.2,12.0,0,0,2017-03-02,DEN,CHI,107,125,0
MEM @ PHX 2017-03-02,02 Mar 2017,Memphis Grizzlies - Phoenix Suns,130:112,1.22,4.62,12.0,0,0,2017-03-02,PHX,MEM,130,112,1
OKC @ UTA 2017-03-02,02 Mar 2017,Oklahoma City Thunder - Utah Jazz,109:106,2.11,1.77,12.0,0,0,2017-03-02,UTA,OKC,109,106,1
DET @ POR 2017-03-01,01 Mar 2017,Detroit Pistons - Portland Trail Blazers,120:113 OT,1.58,2.5,12.0,0,0,2017-03-01,POR,DET,120,113,1
WAS @ GSW 2017-03-01,01 Mar 2017,Washington Wizards - Golden State Warriors,112:108,3.52,1.33,12.0,0,0,2017-03-01,GSW,WAS,112,108,1
SAC @ MIN 2017-03-01,01 Mar 2017,Sacramento Kings - Minnesota Timberwolves,88:102,2.57,1.55,12.0,0,0,2017-03-01,MIN,SAC,88,102,0
HOU @ IND 2017-03-01,01 Mar 2017,Houston Rockets - Indiana Pacers,108:117,1.19,5.12,12.0,0,0,2017-03-01,IND,HOU,108,117,0
DAL @ MIA 2017-03-01,01 Mar 2017,Dallas Mavericks - Miami Heat,96:89,1.97,1.87,12.0,0,0,2017-03-01,MIA,DAL,96,89,1
BOS @ ATL 2017-02-28,28 Feb 2017,Boston Celtics - Atlanta Hawks,98:114,1.54,2.58,12.0,0,0,2017-02-28,ATL,BOS,98,114,0
CLE @ MIL 2017-02-28,28 Feb 2017,Cleveland Cavaliers - Milwaukee Bucks,102:95,1.19,5.09,12.0,0,0,2017-02-28,MIL,CLE,102,95,1
