,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month,home,away,fl_home
985,CHI @ DET 2016-12-06,DET,240.0,40.0,88.0,0.455,8.0,21.0,0.381,14.0,21.0,0.667,9.0,35.0,44.0,24.0,10.0,5.0,9.0,23.0,102.0,,0.524,0.5,0.239,0.239,20.0,79.5,49.4,60.0,10.7,8.3,8.5,100.0,108.7,96.9,201612,DET,CHI,1
986,CHI @ DET 2017-03-06,CHI,240.0,34.0,83.0,0.41,8.0,28.0,0.28600000000000003,19.0,21.0,0.905,7.0,30.0,37.0,21.0,3.0,5.0,10.0,20.0,95.0,,0.515,0.458,0.337,0.253,15.6,75.0,43.5,61.8,3.2,7.0,9.8,100.0,101.8,116.8,201703,DET,CHI,0
987,CHI @ DET 2017-03-06,DET,240.0,45.0,92.0,0.489,6.0,21.0,0.28600000000000003,13.0,20.0,0.65,10.0,38.0,48.0,26.0,7.0,3.0,6.0,19.0,109.0,,0.541,0.522,0.228,0.217,25.0,84.4,56.5,57.8,7.5,5.5,5.6,100.0,116.8,101.8,201703,DET,CHI,1
988,CHI @ DET 2018-03-09,CHI,240.0,33.0,93.0,0.355,9.0,31.0,0.29,8.0,10.0,0.8,10.0,32.0,42.0,19.0,11.0,0.0,13.0,19.0,83.0,,0.426,0.403,0.333,0.108,20.4,74.4,45.7,57.6,11.6,0.0,11.8,100.0,87.7,104.6,201803,DET,CHI,0
989,CHI @ DET 2018-03-09,DET,240.0,38.0,81.0,0.469,9.0,27.0,0.333,14.0,18.0,0.778,11.0,39.0,50.0,22.0,8.0,9.0,16.0,13.0,99.0,,0.557,0.525,0.333,0.222,25.6,79.6,54.3,57.9,8.5,14.5,15.2,100.0,104.6,87.7,201803,DET,CHI,1
990,CHI @ DET 2018-03-24,CHI,240.0,39.0,97.0,0.402,11.0,35.0,0.314,6.0,9.0,0.667,14.0,30.0,44.0,27.0,10.0,1.0,12.0,20.0,95.0,,0.47,0.459,0.361,0.093,27.5,71.4,47.3,69.2,10.6,2.2,10.6,100.0,100.4,123.6,201803,DET,CHI,0
991,CHI @ DET 2018-03-24,DET,240.0,43.0,87.0,0.494,16.0,42.0,0.381,15.0,18.0,0.833,12.0,37.0,49.0,33.0,6.0,7.0,13.0,11.0,117.0,,0.616,0.586,0.483,0.207,28.6,72.5,52.7,76.7,6.3,11.3,12.0,100.0,123.6,100.4,201803,DET,CHI,1
992,CHI @ GSW 2015-11-20,CHI,240.0,35.0,88.0,0.398,7.0,22.0,0.318,17.0,23.0,0.7390000000000001,15.0,28.0,43.0,22.0,11.0,2.0,12.0,19.0,94.0,,0.479,0.438,0.25,0.261,28.3,71.8,46.7,62.9,11.9,4.0,10.9,100.0,101.8,114.8,201511,GSW,CHI,0
993,CHI @ GSW 2015-11-20,GSW,240.0,39.0,79.0,0.494,10.0,29.0,0.345,18.0,24.0,0.75,11.0,38.0,49.0,20.0,7.0,6.0,15.0,15.0,106.0,,0.5920000000000001,0.557,0.3670000000000001,0.304,28.2,71.7,53.3,51.3,7.6,9.1,14.3,100.0,114.8,101.8,201511,GSW,CHI,1
994,CHI @ GSW 2017-11-24,CHI,240.0,35.0,99.0,0.354,13.0,36.0,0.361,11.0,15.0,0.733,13.0,27.0,40.0,18.0,7.0,2.0,15.0,17.0,94.0,,0.445,0.419,0.364,0.152,23.2,81.8,44.9,51.4,6.8,3.6,12.4,100.0,90.8,138.1,201711,GSW,CHI,0
995,CHI @ GSW 2017-11-24,GSW,240.0,53.0,91.0,0.5820000000000001,16.0,36.0,0.444,21.0,21.0,1.0,6.0,43.0,49.0,36.0,11.0,11.0,11.0,15.0,143.0,,0.713,0.67,0.396,0.231,18.2,76.8,55.1,67.9,10.6,17.5,9.9,100.0,138.1,90.8,201711,GSW,CHI,1
996,CHI @ HOU 2016-03-31,CHI,240.0,37.0,77.0,0.481,11.0,24.0,0.458,18.0,22.0,0.818,5.0,37.0,42.0,28.0,5.0,4.0,15.0,20.0,103.0,,0.594,0.552,0.312,0.28600000000000003,13.5,74.0,48.3,75.7,5.3,6.2,14.8,100.0,109.7,106.5,201603,HOU,CHI,0
997,CHI @ HOU 2016-03-31,HOU,240.0,36.0,90.0,0.4,9.0,25.0,0.36,19.0,22.0,0.8640000000000001,13.0,32.0,45.0,19.0,5.0,6.0,9.0,19.0,100.0,,0.502,0.45,0.278,0.244,26.0,86.5,51.7,52.8,5.3,11.3,8.3,100.0,106.5,109.7,201603,HOU,CHI,1
998,CHI @ HOU 2018-03-27,CHI,240.0,34.0,89.0,0.382,8.0,37.0,0.21600000000000005,10.0,17.0,0.588,13.0,38.0,51.0,17.0,8.0,1.0,18.0,17.0,86.0,,0.446,0.4270000000000001,0.416,0.191,26.0,80.9,52.6,50.0,8.0,2.8,15.7,100.0,86.3,118.4,201803,HOU,CHI,0
999,CHI @ HOU 2018-03-27,HOU,240.0,41.0,93.0,0.441,18.0,57.0,0.316,18.0,21.0,0.857,9.0,37.0,46.0,28.0,15.0,6.0,10.0,12.0,118.0,,0.5770000000000001,0.5379999999999999,0.613,0.226,19.1,74.0,47.4,68.3,15.1,11.5,8.9,100.0,118.4,86.3,201803,HOU,CHI,1
1000,CHI @ IND 2015-11-27,CHI,240.0,32.0,92.0,0.348,11.0,26.0,0.423,17.0,20.0,0.85,9.0,38.0,47.0,21.0,7.0,7.0,15.0,23.0,92.0,,0.456,0.408,0.28300000000000003,0.217,17.3,82.6,48.0,65.6,6.8,11.9,13.0,100.0,89.2,100.9,201511,IND,CHI,0
1001,CHI @ IND 2015-11-27,IND,240.0,37.0,87.0,0.425,8.0,28.0,0.28600000000000003,22.0,29.0,0.759,8.0,43.0,51.0,18.0,8.0,4.0,13.0,18.0,104.0,,0.521,0.471,0.322,0.333,17.4,82.7,52.0,48.6,7.8,6.1,11.5,100.0,100.9,89.2,201511,IND,CHI,1
1002,CHI @ IND 2016-03-29,CHI,240.0,37.0,87.0,0.425,10.0,26.0,0.385,14.0,16.0,0.875,12.0,29.0,41.0,22.0,5.0,6.0,15.0,19.0,98.0,,0.521,0.483,0.299,0.184,27.9,69.0,48.2,59.5,5.4,8.5,13.8,100.0,106.3,104.1,201603,IND,CHI,0
1003,CHI @ IND 2016-03-29,IND,240.0,39.0,90.0,0.433,3.0,19.0,0.158,15.0,17.0,0.882,13.0,31.0,44.0,20.0,9.0,6.0,11.0,16.0,96.0,,0.4920000000000001,0.45,0.211,0.189,31.0,72.1,51.8,51.3,9.8,9.8,10.1,100.0,104.1,106.3,201603,IND,CHI,1
1004,CHI @ IND 2016-11-05,CHI,240.0,34.0,79.0,0.43,6.0,18.0,0.333,20.0,25.0,0.8,13.0,27.0,40.0,17.0,8.0,5.0,16.0,13.0,94.0,,0.522,0.468,0.228,0.316,31.7,77.1,52.6,50.0,8.8,8.3,15.1,100.0,103.4,122.1,201611,IND,CHI,0
1005,CHI @ IND 2016-11-05,IND,240.0,46.0,86.0,0.535,12.0,26.0,0.462,7.0,12.0,0.583,8.0,28.0,36.0,27.0,8.0,9.0,11.0,20.0,111.0,,0.608,0.605,0.302,0.14,22.9,68.3,47.4,58.7,8.8,14.8,10.8,100.0,122.1,103.4,201611,IND,CHI,1
1006,CHI @ IND 2016-12-30,CHI,240.0,35.0,84.0,0.417,6.0,23.0,0.261,25.0,31.0,0.8059999999999999,15.0,32.0,47.0,17.0,8.0,5.0,13.0,23.0,101.0,,0.517,0.452,0.274,0.369,30.6,80.0,52.8,48.6,8.5,8.1,11.7,100.0,107.2,117.9,201612,IND,CHI,0
1007,CHI @ IND 2016-12-30,IND,240.0,39.0,81.0,0.481,7.0,19.0,0.368,26.0,30.0,0.867,8.0,34.0,42.0,26.0,7.0,6.0,11.0,22.0,111.0,,0.589,0.525,0.235,0.37,20.0,69.4,47.2,66.7,7.4,9.8,10.5,100.0,117.9,107.2,201612,IND,CHI,1
1008,CHI @ IND 2017-12-06,CHI,240.0,39.0,83.0,0.47,10.0,26.0,0.385,8.0,16.0,0.5,11.0,35.0,46.0,18.0,3.0,5.0,16.0,15.0,96.0,,0.5329999999999999,0.53,0.313,0.193,25.6,83.3,54.1,46.2,3.2,9.4,15.1,100.0,101.7,103.8,201712,IND,CHI,0
1009,CHI @ IND 2017-12-06,IND,240.0,39.0,87.0,0.448,12.0,34.0,0.353,8.0,10.0,0.8,7.0,32.0,39.0,21.0,7.0,5.0,13.0,14.0,98.0,,0.536,0.517,0.391,0.115,16.7,74.4,45.9,53.8,7.4,8.8,12.5,100.0,103.8,101.7,201712,IND,CHI,1
1010,CHI @ IND 2018-01-06,CHI,240.0,30.0,80.0,0.375,10.0,32.0,0.313,16.0,20.0,0.8,9.0,25.0,34.0,15.0,4.0,6.0,16.0,15.0,86.0,,0.484,0.438,0.4,0.25,18.8,71.4,41.0,50.0,4.3,10.9,15.3,100.0,91.7,133.3,201801,IND,CHI,0
1011,CHI @ IND 2018-01-06,IND,240.0,48.0,86.0,0.5579999999999999,15.0,31.0,0.484,14.0,18.0,0.778,10.0,39.0,49.0,24.0,9.0,4.0,12.0,19.0,125.0,,0.665,0.645,0.36,0.209,28.6,81.3,59.0,50.0,9.6,8.3,11.3,100.0,133.3,91.7,201801,IND,CHI,1
1012,CHI @ LAC 2016-01-31,CHI,240.0,40.0,93.0,0.43,5.0,15.0,0.333,8.0,11.0,0.727,11.0,31.0,42.0,19.0,2.0,4.0,9.0,20.0,93.0,,0.475,0.457,0.161,0.118,22.0,81.6,47.7,47.5,2.1,7.7,8.4,100.0,98.5,127.1,201601,LAC,CHI,0
1013,CHI @ LAC 2016-01-31,LAC,240.0,45.0,84.0,0.536,17.0,32.0,0.531,13.0,19.0,0.684,7.0,39.0,46.0,26.0,8.0,6.0,11.0,15.0,120.0,,0.65,0.637,0.381,0.226,18.4,78.0,52.3,57.8,8.5,7.7,10.6,100.0,127.1,98.5,201601,LAC,CHI,1
1014,CHI @ LAC 2016-11-19,CHI,240.0,33.0,77.0,0.429,9.0,30.0,0.3,20.0,24.0,0.833,15.0,26.0,41.0,17.0,7.0,4.0,12.0,20.0,95.0,,0.542,0.487,0.39,0.312,35.7,70.3,51.9,51.5,8.3,8.0,12.1,100.0,113.1,121.5,201611,LAC,CHI,0
1015,CHI @ LAC 2016-11-19,LAC,240.0,36.0,77.0,0.468,11.0,27.0,0.407,19.0,23.0,0.826,11.0,27.0,38.0,20.0,6.0,2.0,13.0,20.0,102.0,,0.585,0.539,0.35100000000000003,0.299,29.7,64.3,48.1,55.6,7.1,4.3,13.0,100.0,121.5,113.1,201611,LAC,CHI,1
1016,CHI @ LAL 2016-01-28,CHI,240.0,47.0,95.0,0.495,6.0,17.0,0.353,14.0,16.0,0.875,12.0,39.0,51.0,29.0,12.0,5.0,10.0,19.0,114.0,,0.5589999999999999,0.526,0.179,0.168,28.6,78.0,55.4,61.7,12.5,8.3,8.9,100.0,118.5,94.6,201601,LAL,CHI,0
1017,CHI @ LAL 2016-01-28,LAL,240.0,32.0,85.0,0.376,9.0,25.0,0.36,18.0,23.0,0.7829999999999999,11.0,30.0,41.0,21.0,6.0,4.0,14.0,17.0,91.0,,0.478,0.429,0.294,0.271,22.0,71.4,44.6,65.6,6.2,5.1,12.8,100.0,94.6,118.5,201601,LAL,CHI,1
1018,CHI @ LAL 2016-11-20,CHI,240.0,45.0,87.0,0.517,8.0,22.0,0.364,20.0,28.0,0.7140000000000001,16.0,40.0,56.0,27.0,6.0,3.0,16.0,16.0,118.0,,0.594,0.563,0.253,0.322,37.2,80.0,60.2,60.0,6.1,4.8,13.9,100.0,119.3,111.3,201611,LAL,CHI,0
1019,CHI @ LAL 2016-11-20,LAL,240.0,41.0,93.0,0.441,13.0,31.0,0.419,15.0,21.0,0.7140000000000001,10.0,27.0,37.0,26.0,11.0,3.0,10.0,19.0,110.0,,0.5379999999999999,0.511,0.333,0.226,20.0,62.8,39.8,63.4,11.1,4.6,8.9,100.0,111.3,119.3,201611,LAL,CHI,1
1020,CHI @ LAL 2017-11-21,CHI,240.0,36.0,94.0,0.383,11.0,36.0,0.306,11.0,16.0,0.688,15.0,39.0,54.0,22.0,4.0,4.0,14.0,19.0,94.0,,0.465,0.441,0.383,0.17,26.8,76.5,50.5,61.1,4.1,8.0,12.2,100.0,95.8,105.0,201711,LAL,CHI,0
1021,CHI @ LAL 2017-11-21,LAL,240.0,36.0,90.0,0.4,13.0,40.0,0.325,18.0,25.0,0.72,12.0,41.0,53.0,23.0,7.0,6.0,12.0,16.0,103.0,,0.51,0.472,0.444,0.278,23.5,73.2,49.5,63.9,7.1,10.3,10.6,100.0,105.0,95.8,201711,LAL,CHI,1
1022,CHI @ MEM 2016-04-05,CHI,240.0,34.0,77.0,0.442,11.0,29.0,0.379,13.0,19.0,0.684,13.0,29.0,42.0,22.0,6.0,11.0,20.0,20.0,92.0,,0.539,0.513,0.377,0.247,30.2,70.7,50.0,64.7,6.5,16.2,19.0,100.0,100.0,117.4,201604,MEM,CHI,0
1023,CHI @ MEM 2016-04-05,MEM,240.0,39.0,87.0,0.448,7.0,19.0,0.368,23.0,26.0,0.885,12.0,30.0,42.0,18.0,13.0,1.0,11.0,15.0,108.0,,0.5489999999999999,0.489,0.218,0.299,29.3,69.8,50.0,46.2,14.1,2.1,10.1,100.0,117.4,100.0,201604,MEM,CHI,1
1024,CHI @ MEM 2017-01-15,CHI,240.0,40.0,78.0,0.513,4.0,17.0,0.235,24.0,35.0,0.6859999999999999,6.0,41.0,47.0,18.0,8.0,5.0,12.0,14.0,108.0,,0.578,0.5379999999999999,0.218,0.449,14.0,75.9,48.5,45.0,8.2,7.9,11.4,100.0,111.1,107.0,201701,MEM,CHI,0
1025,CHI @ MEM 2017-01-15,MEM,240.0,40.0,95.0,0.421,11.0,32.0,0.344,13.0,13.0,1.0,13.0,37.0,50.0,24.0,6.0,3.0,10.0,22.0,104.0,,0.516,0.479,0.337,0.13699999999999998,24.1,86.0,51.5,60.0,6.2,4.9,9.0,100.0,107.0,111.1,201701,MEM,CHI,1
1026,CHI @ MEM 2018-03-15,CHI,240.0,35.0,80.0,0.438,15.0,41.0,0.366,26.0,33.0,0.7879999999999999,8.0,34.0,42.0,23.0,10.0,2.0,13.0,23.0,111.0,,0.5870000000000001,0.531,0.513,0.413,18.2,75.6,47.2,65.7,10.2,3.8,12.1,100.0,113.5,112.5,201803,MEM,CHI,0
1027,CHI @ MEM 2018-03-15,MEM,240.0,38.0,87.0,0.4370000000000001,13.0,35.0,0.371,21.0,25.0,0.84,11.0,36.0,47.0,27.0,7.0,4.0,14.0,22.0,110.0,,0.561,0.511,0.402,0.287,24.4,81.8,52.8,71.1,7.2,10.3,12.5,100.0,112.5,113.5,201803,MEM,CHI,1
1028,CHI @ MIA 2016-03-01,CHI,240.0,41.0,90.0,0.456,11.0,23.0,0.478,18.0,26.0,0.6920000000000001,8.0,21.0,29.0,20.0,10.0,2.0,9.0,22.0,111.0,,0.547,0.517,0.256,0.289,19.0,84.0,43.3,48.8,10.1,3.1,8.1,100.0,112.6,130.9,201603,MIA,CHI,0
1029,CHI @ MIA 2016-03-01,MIA,240.0,52.0,77.0,0.675,6.0,12.0,0.5,19.0,25.0,0.76,4.0,34.0,38.0,28.0,5.0,11.0,15.0,23.0,129.0,,0.733,0.7140000000000001,0.156,0.325,16.0,81.0,56.7,53.8,5.1,16.4,14.6,100.0,130.9,112.6,201603,MIA,CHI,1
1030,CHI @ MIA 2016-04-07,CHI,240.0,35.0,78.0,0.449,3.0,14.0,0.214,25.0,28.0,0.893,12.0,29.0,41.0,18.0,6.0,7.0,12.0,12.0,98.0,,0.5429999999999999,0.468,0.179,0.359,27.3,65.9,46.6,51.4,6.7,9.0,11.7,100.0,108.9,117.8,201604,MIA,CHI,0
1031,CHI @ MIA 2016-04-07,MIA,240.0,44.0,92.0,0.478,4.0,14.0,0.28600000000000003,14.0,17.0,0.8240000000000001,15.0,32.0,47.0,16.0,8.0,2.0,10.0,20.0,106.0,,0.5329999999999999,0.5,0.152,0.185,34.1,72.7,53.4,36.4,8.9,3.1,9.1,100.0,117.8,108.9,201604,MIA,CHI,1
1032,CHI @ MIA 2016-11-10,CHI,240.0,37.0,89.0,0.416,6.0,16.0,0.375,18.0,20.0,0.9,12.0,36.0,48.0,18.0,7.0,2.0,10.0,12.0,98.0,,0.501,0.449,0.18,0.225,27.3,72.0,51.1,48.6,7.6,3.4,9.3,100.0,107.0,103.7,201611,MIA,CHI,0
1033,CHI @ MIA 2016-11-10,MIA,240.0,36.0,88.0,0.409,13.0,29.0,0.448,10.0,15.0,0.667,14.0,32.0,46.0,22.0,8.0,5.0,13.0,19.0,95.0,,0.502,0.483,0.33,0.17,28.0,72.7,48.9,61.1,8.7,6.8,12.1,100.0,103.7,107.0,201611,MIA,CHI,1
1034,CHI @ MIA 2017-11-01,CHI,240.0,36.0,89.0,0.404,7.0,28.0,0.25,12.0,19.0,0.632,7.0,47.0,54.0,20.0,7.0,6.0,12.0,19.0,91.0,,0.467,0.444,0.315,0.213,13.5,94.0,52.9,55.6,7.0,11.5,11.0,100.0,91.3,97.3,201711,MIA,CHI,0
1035,CHI @ MIA 2017-11-01,MIA,240.0,34.0,83.0,0.41,12.0,31.0,0.387,17.0,19.0,0.895,3.0,45.0,48.0,21.0,8.0,0.0,11.0,19.0,97.0,,0.531,0.482,0.373,0.229,6.0,86.5,47.1,61.8,8.0,0.0,10.7,100.0,97.3,91.3,201711,MIA,CHI,1
1036,CHI @ MIA 2018-03-29,CHI,240.0,33.0,90.0,0.3670000000000001,6.0,26.0,0.231,20.0,26.0,0.769,14.0,36.0,50.0,19.0,10.0,5.0,18.0,19.0,92.0,,0.453,0.4,0.289,0.289,27.5,83.7,53.2,57.6,9.9,9.1,15.1,100.0,90.9,101.8,201803,MIA,CHI,0
1037,CHI @ MIA 2018-03-29,MIA,240.0,37.0,82.0,0.451,7.0,27.0,0.259,22.0,24.0,0.917,7.0,37.0,44.0,20.0,7.0,7.0,17.0,23.0,103.0,,0.556,0.494,0.329,0.293,16.3,72.5,46.8,54.1,6.9,10.9,15.5,100.0,101.8,90.9,201803,MIA,CHI,1
1038,CHI @ MIL 2016-01-12,CHI,240.0,35.0,85.0,0.412,12.0,29.0,0.414,19.0,24.0,0.792,20.0,37.0,57.0,22.0,3.0,8.0,17.0,25.0,101.0,,0.528,0.482,0.341,0.282,43.5,72.5,58.8,62.9,3.3,10.0,15.1,100.0,110.5,115.9,201601,MIL,CHI,0
1039,CHI @ MIL 2016-01-12,MIL,240.0,43.0,93.0,0.462,3.0,13.0,0.231,17.0,28.0,0.607,14.0,26.0,40.0,28.0,11.0,9.0,5.0,19.0,106.0,,0.503,0.478,0.14,0.301,27.5,56.5,41.2,65.1,12.0,16.1,4.5,100.0,115.9,110.5,201601,MIL,CHI,1
1040,CHI @ MIL 2016-04-03,CHI,240.0,39.0,74.0,0.527,7.0,26.0,0.269,17.0,22.0,0.773,6.0,28.0,34.0,30.0,10.0,4.0,11.0,16.0,102.0,,0.609,0.574,0.35100000000000003,0.297,17.1,65.1,43.6,76.9,11.3,5.1,11.6,100.0,114.9,110.4,201604,MIL,CHI,0
1041,CHI @ MIL 2016-04-03,MIL,240.0,40.0,85.0,0.471,2.0,7.0,0.28600000000000003,16.0,20.0,0.8,15.0,29.0,44.0,28.0,6.0,7.0,14.0,17.0,98.0,,0.522,0.482,0.08199999999999999,0.235,34.9,82.9,56.4,70.0,6.8,14.6,13.0,100.0,110.4,114.9,201604,MIL,CHI,1
1042,CHI @ MIL 2016-12-15,CHI,240.0,35.0,74.0,0.473,5.0,20.0,0.25,22.0,29.0,0.759,6.0,35.0,41.0,23.0,5.0,3.0,16.0,16.0,97.0,,0.5589999999999999,0.507,0.27,0.392,17.1,72.9,49.4,65.7,5.3,4.0,15.6,100.0,103.1,114.8,201612,MIL,CHI,0
1043,CHI @ MIL 2016-12-15,MIL,240.0,45.0,95.0,0.474,11.0,20.0,0.55,7.0,13.0,0.5379999999999999,13.0,29.0,42.0,32.0,8.0,5.0,8.0,20.0,108.0,,0.536,0.532,0.211,0.13699999999999998,27.1,82.9,50.6,71.1,8.5,9.3,7.4,100.0,114.8,103.1,201612,MIL,CHI,1
1044,CHI @ MIL 2017-03-26,CHI,240.0,46.0,85.0,0.541,10.0,21.0,0.476,7.0,10.0,0.7,10.0,39.0,49.0,33.0,4.0,2.0,14.0,16.0,109.0,,0.61,0.6,0.247,0.118,28.6,81.3,59.0,71.7,4.4,3.3,13.5,100.0,120.1,103.6,201703,MIL,CHI,0
1045,CHI @ MIL 2017-03-26,MIL,240.0,37.0,84.0,0.44,7.0,23.0,0.304,13.0,17.0,0.765,9.0,25.0,34.0,20.0,8.0,0.0,9.0,9.0,94.0,,0.514,0.482,0.274,0.202,18.8,71.4,41.0,54.1,8.8,0.0,9.0,100.0,103.6,120.1,201703,MIL,CHI,1
1046,CHI @ MIL 2017-12-15,CHI,240.0,42.0,86.0,0.488,8.0,22.0,0.364,23.0,35.0,0.657,14.0,36.0,50.0,24.0,8.0,0.0,12.0,26.0,115.0,,0.5670000000000001,0.535,0.256,0.407,29.2,80.0,53.8,57.1,8.2,0.0,10.6,100.0,118.2,112.0,201712,MIL,CHI,0
1047,CHI @ MIL 2017-12-15,MIL,240.0,40.0,83.0,0.482,9.0,33.0,0.273,20.0,29.0,0.69,9.0,34.0,43.0,24.0,6.0,5.0,11.0,24.0,109.0,,0.569,0.536,0.398,0.349,20.0,70.8,46.2,60.0,6.2,7.8,10.3,100.0,112.0,118.2,201712,MIL,CHI,1
1048,CHI @ MIL 2017-12-26,CHI,240.0,45.0,103.0,0.4370000000000001,10.0,28.0,0.35700000000000004,15.0,25.0,0.6,15.0,32.0,47.0,26.0,11.0,3.0,6.0,19.0,115.0,,0.504,0.485,0.272,0.243,28.8,88.9,53.4,57.8,10.7,5.8,5.0,100.0,111.9,103.2,201712,MIL,CHI,0
1049,CHI @ MIL 2017-12-26,MIL,240.0,39.0,83.0,0.47,10.0,31.0,0.32299999999999995,18.0,24.0,0.75,4.0,37.0,41.0,23.0,2.0,8.0,17.0,21.0,106.0,,0.5660000000000001,0.53,0.373,0.289,11.1,71.2,46.6,59.0,1.9,10.7,15.4,100.0,103.2,111.9,201712,MIL,CHI,1
1050,CHI @ NOP 2016-04-11,CHI,240.0,44.0,77.0,0.5710000000000001,10.0,23.0,0.435,23.0,26.0,0.885,5.0,30.0,35.0,29.0,5.0,3.0,9.0,20.0,121.0,,0.684,0.636,0.299,0.338,17.9,75.0,51.5,65.9,5.5,5.6,9.2,100.0,133.8,128.3,201604,NOP,CHI,0
1051,CHI @ NOP 2016-04-11,NOP,240.0,41.0,80.0,0.513,12.0,26.0,0.462,22.0,28.0,0.7859999999999999,10.0,23.0,33.0,28.0,8.0,2.0,10.0,23.0,116.0,,0.628,0.588,0.325,0.35,25.0,82.1,48.5,68.3,8.8,3.7,9.8,100.0,128.3,133.8,201604,NOP,CHI,1
1052,CHI @ NOP 2017-04-02,CHI,240.0,45.0,92.0,0.489,13.0,26.0,0.5,14.0,18.0,0.778,9.0,40.0,49.0,26.0,7.0,6.0,11.0,23.0,117.0,,0.585,0.56,0.28300000000000003,0.196,20.9,87.0,55.1,57.8,7.0,11.8,9.9,100.0,117.0,110.0,201704,NOP,CHI,0
1053,CHI @ NOP 2017-04-02,NOP,240.0,33.0,81.0,0.407,10.0,30.0,0.333,34.0,35.0,0.971,6.0,34.0,40.0,24.0,7.0,4.0,12.0,14.0,110.0,,0.5710000000000001,0.469,0.37,0.4320000000000001,13.0,79.1,44.9,72.7,7.0,6.1,11.1,100.0,110.0,117.0,201704,NOP,CHI,1
1054,CHI @ NOP 2018-01-22,CHI,290.0,45.0,92.0,0.489,8.0,31.0,0.258,30.0,34.0,0.882,6.0,48.0,54.0,31.0,8.0,6.0,24.0,32.0,128.0,,0.598,0.5329999999999999,0.337,0.37,13.0,76.2,49.5,68.9,6.6,8.7,18.3,100.0,105.5,108.8,201801,NOP,CHI,0
1055,CHI @ NOP 2018-01-22,NOP,290.0,47.0,113.0,0.416,16.0,44.0,0.364,22.0,26.0,0.846,15.0,40.0,55.0,32.0,14.0,3.0,13.0,28.0,132.0,,0.53,0.487,0.389,0.23,23.8,87.0,50.5,68.1,11.5,4.9,9.5,100.0,108.8,105.5,201801,NOP,CHI,1
1056,CHI @ NYK 2015-12-19,CHI,240.0,37.0,94.0,0.394,5.0,21.0,0.238,12.0,17.0,0.706,18.0,29.0,47.0,17.0,7.0,1.0,13.0,20.0,91.0,,0.448,0.42,0.223,0.181,35.3,74.4,52.2,45.9,7.6,1.6,11.4,100.0,99.1,116.5,201512,NYK,CHI,0
1057,CHI @ NYK 2015-12-19,NYK,240.0,41.0,82.0,0.5,5.0,20.0,0.25,20.0,24.0,0.833,10.0,33.0,43.0,19.0,6.0,2.0,11.0,15.0,107.0,,0.578,0.53,0.244,0.293,25.6,64.7,47.8,46.3,6.5,2.7,10.6,100.0,116.5,99.1,201512,NYK,CHI,1
1058,CHI @ NYK 2016-03-24,CHI,240.0,37.0,89.0,0.416,6.0,25.0,0.24,14.0,18.0,0.778,7.0,27.0,34.0,15.0,9.0,2.0,8.0,14.0,94.0,,0.485,0.449,0.281,0.202,14.9,84.4,43.0,40.5,9.5,4.3,7.6,100.0,99.4,112.1,201603,NYK,CHI,0
1059,CHI @ NYK 2016-03-24,NYK,240.0,39.0,76.0,0.513,13.0,30.0,0.433,15.0,16.0,0.938,5.0,40.0,45.0,19.0,4.0,9.0,17.0,12.0,106.0,,0.638,0.599,0.395,0.211,15.6,85.1,57.0,48.7,4.2,14.1,17.0,100.0,112.1,99.4,201603,NYK,CHI,1
1060,CHI @ NYK 2017-01-12,CHI,240.0,35.0,89.0,0.393,3.0,18.0,0.16699999999999998,16.0,21.0,0.762,14.0,29.0,43.0,20.0,5.0,4.0,12.0,12.0,89.0,,0.453,0.41,0.202,0.236,31.1,63.0,47.3,57.1,5.5,5.8,10.9,100.0,98.4,115.0,201701,NYK,CHI,0
1061,CHI @ NYK 2017-01-12,NYK,240.0,44.0,92.0,0.478,7.0,23.0,0.304,9.0,11.0,0.818,17.0,31.0,48.0,21.0,3.0,7.0,12.0,17.0,104.0,,0.537,0.516,0.25,0.12,37.0,68.9,52.7,47.7,3.3,9.9,11.0,100.0,115.0,98.4,201701,NYK,CHI,1
1062,CHI @ NYK 2017-04-04,CHI,240.0,32.0,85.0,0.376,6.0,27.0,0.222,21.0,23.0,0.913,11.0,26.0,37.0,22.0,7.0,5.0,14.0,15.0,91.0,,0.478,0.412,0.318,0.271,22.4,61.9,40.7,68.8,7.5,7.6,12.8,100.0,98.0,107.7,201704,NYK,CHI,0
1063,CHI @ NYK 2017-04-04,NYK,240.0,42.0,89.0,0.472,6.0,23.0,0.261,10.0,16.0,0.625,16.0,38.0,54.0,26.0,4.0,8.0,14.0,22.0,100.0,,0.521,0.506,0.258,0.18,38.1,77.6,59.3,61.9,4.3,13.8,12.7,100.0,107.7,98.0,201704,NYK,CHI,1
1064,CHI @ NYK 2018-01-10,CHI,290.0,45.0,98.0,0.459,15.0,33.0,0.455,17.0,20.0,0.85,10.0,38.0,48.0,21.0,10.0,5.0,16.0,19.0,122.0,,0.5710000000000001,0.536,0.337,0.204,20.0,77.6,48.5,46.7,9.0,6.8,13.0,100.0,110.1,107.4,201801,NYK,CHI,0
